Step 	Input 	Output 	K1 	K2 	K3 	K4 	K5 	M1 	M2 	S1 	S2 	S3 	S4 	S5 	Chi 	Psi 	M1 	M2 	TM 
3151 : 	S x.x..	+ xx.xx	36	27	27	9	5	61	35	43	25	11	26	48	...x.	.xx.x	x	.	x
3152 : 	N ..xx.	+ xx.xx	37	28	28	10	6	1	36	1	26	12	27	49	xxxxx	...x.	x	x	x
3153 : 	K xxxx.	. ..x..	38	29	29	11	7	2	37	2	27	13	28	50	xxx..	..xx.	x	.	.
3154 : 	/ .....	- xxxxx	39	30	1	12	8	3	1	2	27	13	28	50	xx..x	..xx.	x	x	x
3155 : 	Y x.x.x	- xxxxx	40	31	2	13	9	4	2	3	28	14	29	51	x..xx	xx..x	.	.	.
3156 : 	J xx.x.	V .xxxx	41	1	3	14	10	5	2	3	28	14	29	51	.xx..	xx..x	x	.	x
3157 : 	C .xxx.	O ...xx	1	2	4	15	11	6	3	4	29	15	30	52	.xx..	....x	.	x	x
3158 : 	B x..xx	R .x.x.	2	3	5	16	12	7	3	5	30	16	31	53	..xxx	xxxx.	x	x	x
3159 : 	L .x..x	T ....x	3	4	6	17	13	8	4	6	31	17	32	54	...x.	.x.x.	x	x	x
3160 : 	V .xxxx	R .x.x.	4	5	7	18	14	9	5	7	32	18	33	55	xxx..	xx..x	.	x	x
3161 : 	4 .x...	A xx...	5	6	8	19	15	10	5	8	33	19	34	56	xxx..	.xx..	.	x	x
3162 : 	M ..xxx	G .x.xx	6	7	9	20	16	11	5	9	34	20	35	57	xx.xx	x.xxx	x	x	x
3163 : 	O ...xx	E x....	7	8	10	21	17	12	6	10	35	21	36	58	x...x	...x.	x	.	.
3164 : 	L .x..x	N ..xx.	8	9	11	22	18	13	7	10	35	21	36	58	.xx.x	...x.	.	x	x
3165 : 	+ xx.xx	. ..x..	9	10	12	23	19	14	7	11	36	22	37	59	.x.x.	x.x.x	.	x	x
3166 : 	J xx.x.	+ xx.xx	10	11	13	24	20	15	7	12	37	23	38	1	...xx	...x.	x	x	x
3167 : 	- xxxxx	+ xx.xx	11	12	14	25	21	16	8	13	38	24	39	2	...xx	..xxx	x	.	x
3168 : 	G .x.xx	3 ...x.	12	13	15	26	22	17	9	14	39	25	40	3	x..xx	xx.x.	.	x	x
3169 : 	4 .x...	+ xx.xx	13	14	16	1	23	18	9	15	40	26	41	4	xxx..	.xxxx	.	x	x
3170 : 	Z x...x	+ xx.xx	14	15	17	2	1	19	9	16	41	27	42	5	..x..	.xxx.	.	x	x
3171 : 	D x..x.	4 .x...	15	16	18	3	2	20	9	17	42	28	43	6	.xxxx	x.x.x	x	x	x
3172 : 	/ .....	. ..x..	16	17	19	4	3	21	10	18	43	29	44	7	...x.	..xx.	x	.	.
3173 : 	Z x...x	- xxxxx	17	18	20	5	4	22	11	18	43	29	44	7	.x...	..xx.	x	x	x
3174 : 	J xx.x.	- xxxxx	18	19	21	6	5	23	12	19	44	30	45	8	xxx..	xx..x	x	.	.
3175 : 	S x.x..	R .x.x.	19	20	22	7	6	24	13	19	44	30	45	8	..xxx	xx..x	.	x	x
3176 : 	U xxx..	U xxx..	20	21	23	8	7	25	13	20	45	31	46	9	x....	x....	x	x	x
3177 : 	J xx.x.	N ..xx.	21	22	24	9	8	26	14	21	46	32	47	10	x.xxx	.x.xx	.	.	x
3178 : 	. ..x..	D x..x.	22	23	25	10	9	27	14	22	47	33	48	11	.xxxx	xx..x	x	.	x
3179 : 	- xxxxx	G .x.xx	23	24	26	11	10	28	15	23	1	34	49	12	.....	x.x..	x	.	.
3180 : 	U xxx..	A xx...	24	25	27	12	11	29	16	23	1	34	49	12	x....	x.x..	.	x	x
3181 : 	H ..x.x	N ..xx.	25	26	28	13	12	30	16	24	2	35	50	13	..xxx	..x..	x	x	x
3182 : 	B x..xx	G .x.xx	26	27	29	14	13	31	17	25	3	36	51	14	..x..	xxx..	x	.	x
3183 : 	/ .....	+ xx.xx	27	28	1	15	14	32	18	26	4	37	52	15	xx...	...xx	.	x	x
3184 : 	W xx..x	+ xx.xx	28	29	2	16	15	33	18	27	5	38	53	16	xx.x.	xx...	.	x	x
3185 : 	/ .....	. ..x..	29	30	3	17	16	34	18	28	6	39	1	17	.xxxx	.x.xx	.	x	x
3186 : 	C .xxx.	- xxxxx	30	31	4	18	17	35	18	29	7	40	2	18	x.x.x	..x..	x	x	x
3187 : 	I .xx..	- xxxxx	31	1	5	19	18	36	19	30	8	41	3	19	.xx.x	xxxx.	x	.	x
3188 : 	Q xxx.x	D x..x.	32	2	6	20	19	37	20	31	9	42	4	20	xx.x.	x.x.x	.	x	x
3189 : 	/ .....	U xxx..	33	3	7	21	20	38	20	32	10	43	5	21	x.x.x	.x..x	.	x	x
3190 : 	A xx...	R .x.x.	34	4	8	22	21	39	20	33	11	44	6	22	..x.x	x.xxx	.	x	x
3191 : 	G .x.xx	C .xxx.	35	5	9	23	22	40	20	34	12	45	7	23	xx.xx	xxxx.	.	x	x
3192 : 	K xxxx.	H ..x.x	36	6	10	24	23	41	20	35	13	46	8	24	.x.x.	x...x	x	x	x
3193 : 	C .xxx.	+ xx.xx	37	7	11	25	1	42	21	36	14	47	9	25	xxxx.	.x.xx	x	x	x
3194 : 	P .xx.x	+ xx.xx	38	8	12	26	2	43	22	37	15	48	10	26	x..xx	..x.x	x	x	x
3195 : 	M ..xxx	. ..x..	39	9	13	1	3	44	23	38	16	49	11	27	xx...	xx.xx	x	.	x
3196 : 	X x.xxx	- xxxxx	40	10	14	2	4	45	24	39	17	50	12	28	xx...	x....	.	x	x
3197 : 	3 ...x.	- xxxxx	41	11	15	3	5	46	24	40	18	51	13	29	...x.	xxxxx	x	x	x
3198 : 	A xx...	D x..x.	1	12	16	4	6	47	25	41	19	1	14	30	..xxx	.xx.x	x	.	x
3199 : 	R .x.x.	I .xx..	2	13	17	5	7	48	26	42	20	2	15	31	..x..	...x.	.	x	x
3200 : 	A xx...	E x....	3	14	18	6	8	49	26	43	21	3	16	32	.xx.x	..x.x	.	x	x
3201 : 	3 ...x.	+ xx.xx	4	15	19	7	9	50	26	1	22	4	17	33	x..xx	.x.x.	x	x	x
3202 : 	V .xxxx	+ xx.xx	5	16	20	8	10	51	27	2	23	5	18	34	xx...	.xx..	x	.	x
3203 : 	/ .....	. ..x..	6	17	21	9	11	52	28	3	24	6	19	35	x.xx.	x..x.	.	x	x
3204 : 	C .xxx.	- xxxxx	7	18	22	10	12	53	28	4	25	7	20	36	xxxxx	.xxx.	.	x	x
3205 : 	N ..xx.	- xxxxx	8	19	23	11	13	54	28	5	26	8	21	37	.x...	x...x	.	x	x
3206 : 	J xx.x.	A xx...	9	20	24	12	14	55	28	6	27	9	22	38	..x..	..xx.	x	x	x
3207 : 	3 ...x.	U xxx..	10	21	25	13	15	56	29	7	28	10	23	39	..xx.	xx...	x	.	x
3208 : 	Z x...x	S x.x..	11	22	26	14	16	57	30	8	29	11	24	40	....x	..x..	.	x	x
3209 : 	S x.x..	S x.x..	12	23	27	15	17	58	30	9	30	12	25	41	xx..x	xx..x	.	x	x
3210 : 	J xx.x.	T ....x	13	24	28	16	18	59	30	10	31	13	26	42	x.xxx	.xx..	.	x	x
3211 : 	I .xx..	E x....	14	25	29	17	19	60	30	11	32	14	27	43	..xx.	xx.x.	.	x	x
3212 : 	O ...xx	L .x..x	15	26	1	18	20	61	30	12	33	15	28	44	....x	.x.xx	x	x	x
3213 : 	P .xx.x	L .x..x	16	27	2	19	21	1	31	13	34	16	29	45	....x	..x.x	x	.	x
3214 : 	O ...xx	U xxx..	17	28	3	20	22	2	32	14	35	17	30	46	.xxxx	x....	x	x	x
3215 : 	W xx..x	N ..xx.	18	29	4	21	23	3	33	15	36	18	31	47	xxx..	...xx	x	.	.
3216 : 	. ..x..	G .x.xx	19	30	5	22	1	4	34	15	36	18	31	47	.xx..	...xx	.	x	x
3217 : 	V .xxxx	+ xx.xx	20	31	6	23	2	5	34	16	37	19	32	48	x..xx	..xxx	x	x	x
3218 : 	Z x...x	+ xx.xx	21	1	7	24	3	6	35	17	38	20	33	49	xxxx.	x.x..	.	.	x
3219 : 	. ..x..	3 ...x.	22	2	8	25	4	7	35	18	39	21	34	50	.xxx.	.x...	x	.	.
3220 : 	Z x...x	+ xx.xx	23	3	9	26	5	8	36	18	39	21	34	50	...x.	.x...	x	x	x
3221 : 	Y x.x.x	+ xx.xx	24	4	10	1	6	9	37	19	40	22	35	51	x...x	xxxxx	.	.	x
3222 : 	- xxxxx	4 .x...	25	5	11	2	7	10	37	20	41	23	36	52	.xx..	xx.xx	.	.	x
3223 : 	E x....	- xxxxx	26	6	12	3	8	11	37	21	42	24	37	53	.x.xx	..x..	x	.	.
3224 : 	/ .....	- xxxxx	27	7	13	4	9	12	1	21	42	24	37	53	xx.xx	..x..	x	x	x
3225 : 	Z x...x	B x..xx	28	8	14	5	10	13	2	22	43	25	38	54	x....	x..x.	.	.	.
3226 : 	R .x.x.	E x....	29	9	15	6	11	14	2	22	43	25	38	54	.x...	x..x.	.	.	x
3227 : 	V .xxxx	V .xxxx	30	10	16	7	12	15	2	23	44	26	39	55	xxxxx	xxxxx	x	.	.
3228 : 	A xx...	O ...xx	31	11	17	8	13	16	3	23	44	26	39	55	..x..	xxxxx	x	x	x
3229 : 	J xx.x.	R .x.x.	32	12	18	9	14	17	4	24	45	27	40	56	x.xx.	..xx.	.	x	x
3230 : 	F x.xx.	+ xx.xx	33	13	19	10	15	18	4	25	46	28	41	57	x..x.	xxxxx	.	x	x
3231 : 	U xxx..	+ xx.xx	34	14	20	11	16	19	4	26	47	29	42	58	.x..x	.xxx.	.	x	x
3232 : 	/ .....	. ..x..	35	15	21	12	17	20	4	27	1	30	43	59	x.x.x	x...x	x	x	x
3233 : 	D x..x.	- xxxxx	36	16	22	13	18	21	5	28	2	31	44	1	.xxxx	...x.	x	x	x
3234 : 	N ..xx.	- xxxxx	37	17	23	14	19	22	6	29	3	32	45	2	x....	.x..x	x	.	.
3235 : 	N ..xx.	D x..x.	38	18	24	15	20	23	7	29	3	32	45	2	xxx.x	.x..x	x	x	x
3236 : 	- xxxxx	E x....	39	19	25	16	21	24	8	30	4	33	46	3	xxxxx	x....	.	.	.
3237 : 	L .x..x	R .x.x.	40	20	26	17	22	25	8	30	4	33	46	3	x..xx	x....	x	.	.
3238 : 	G .x.xx	+ xx.xx	41	21	27	18	23	26	9	30	4	33	46	3	.....	x....	.	x	x
3239 : 	/ .....	+ xx.xx	1	22	28	19	1	27	9	31	5	34	47	4	..x..	xxxxx	x	x	x
3240 : 	M ..xxx	. ..x..	2	23	29	20	2	28	10	32	6	35	48	5	.xxxx	.xx..	x	.	x
3241 : 	R .x.x.	- xxxxx	3	24	1	21	3	29	11	33	7	36	49	6	.....	x.x.x	.	x	x
3242 : 	X x.xxx	- xxxxx	4	25	2	22	4	30	11	34	8	37	50	7	x....	xx...	x	x	x
3243 : 	P .xx.x	R .x.x.	5	26	3	23	5	31	12	35	9	38	51	8	x.xx.	x...x	x	.	x
3244 : 	T ....x	U xxx..	6	27	4	24	6	32	13	36	10	39	52	9	x.xxx	.x.x.	.	x	x
3245 : 	Q xxx.x	N ..xx.	7	28	5	25	7	33	13	37	11	40	53	10	xxxx.	..x.x	.	x	x
3246 : 	N ..xx.	D x..x.	8	29	6	26	8	34	13	38	12	41	1	11	.x.xx	xxxxx	.	x	x
3247 : 	D x..x.	G .x.xx	9	30	7	1	9	35	13	39	13	42	2	12	.xx.x	x.x..	x	x	x
3248 : 	N ..xx.	A xx...	10	31	8	2	10	36	14	40	14	43	3	13	..x..	xx.x.	x	.	.
3249 : 	F x.xx.	N ..xx.	11	1	9	3	11	37	15	40	14	43	3	13	.x.x.	xx.x.	.	.	x
3250 : 	S x.x..	G .x.xx	12	2	10	4	12	38	15	41	15	44	4	14	xx.xx	..x..	.	.	.
3251 : 	G .x.xx	+ xx.xx	13	3	11	5	13	39	15	41	15	44	4	14	x.x..	..x..	.	.	.
3252 : 	- xxxxx	+ xx.xx	14	4	12	6	14	40	15	41	15	44	4	14	.....	..x..	.	.	x
3253 : 	O ...xx	. ..x..	15	5	13	7	15	41	15	42	16	45	5	15	.x.x.	.xx.x	x	.	x
3254 : 	S x.x..	- xxxxx	16	6	14	8	16	42	16	43	17	46	6	16	.x..x	...x.	x	x	x
3255 : 	- xxxxx	- xxxxx	17	7	15	9	17	43	17	1	18	47	7	17	.x.xx	.x.xx	x	.	.
3256 : 	V .xxxx	B x..xx	18	8	16	10	18	44	18	1	18	47	7	17	x.xxx	.x.xx	x	x	x
3257 : 	E x....	E x....	19	9	17	11	19	45	19	2	19	48	8	18	.xx..	.xx..	.	.	x
3258 : 	. ..x..	G .x.xx	20	10	18	12	20	46	19	3	20	49	9	19	xxx.x	x..x.	x	.	.
3259 : 	P .xx.x	I .xx..	21	11	19	13	21	47	20	3	20	49	9	19	x..xx	x..x.	x	x	x
3260 : 	N ..xx.	N ..xx.	22	12	20	14	22	48	21	4	21	50	10	20	....x	....x	.	x	x
3261 : 	Q xxx.x	N ..xx.	23	13	21	15	23	49	21	5	22	51	11	21	..x..	xxxxx	.	x	x
3262 : 	D x..x.	T ....x	24	14	22	16	1	50	21	6	23	1	12	22	xxxx.	.xx.x	x	x	x
3263 : 	R .x.x.	+ xx.xx	25	15	23	17	2	51	22	7	24	2	13	23	...xx	x..x.	x	x	x
3264 : 	J xx.x.	+ xx.xx	26	16	24	18	3	52	23	8	25	3	14	24	.xx..	.xx.x	.	.	x
3265 : 	T ....x	N ..xx.	27	17	25	19	4	53	23	9	26	4	15	25	x.x..	x..xx	.	.	.
3266 : 	F x.xx.	- xxxxx	28	18	26	20	5	54	23	9	26	4	15	25	xx.x.	x..xx	.	.	x
3267 : 	B x..xx	- xxxxx	29	19	27	21	6	55	23	10	27	5	16	26	.x..x	..x.x	x	.	.
3268 : 	R .x.x.	+ xx.xx	30	20	28	22	7	56	24	10	27	5	16	26	x.x..	..x.x	x	x	x
3269 : 	M ..xxx	+ xx.xx	31	21	29	23	8	57	25	11	28	6	17	27	..xxx	xx.xx	.	.	x
3270 : 	B x..xx	. ..x..	32	22	1	24	9	58	25	12	29	7	18	28	x..xx	..x..	.	.	x
3271 : 	C .xxx.	- xxxxx	33	23	2	25	10	59	25	13	30	8	19	29	xx.x.	.x.xx	.	.	x
3272 : 	N ..xx.	- xxxxx	34	24	3	26	11	60	25	14	31	9	20	30	..xx.	xxxxx	.	.	.
3273 : 	B x..xx	W xx..x	35	25	4	1	12	61	25	14	31	9	20	30	x.x.x	xxxxx	x	.	x
3274 : 	U xxx..	E x....	36	26	5	2	13	1	26	15	32	10	21	31	..x..	.x...	x	x	x
3275 : 	X x.xxx	R .x.x.	37	27	6	3	14	2	27	16	33	11	22	32	x..x.	.xxxx	x	.	x
3276 : 	U xxx..	D x..x.	38	28	7	4	15	3	28	17	34	12	23	33	xxxx.	x....	x	x	x
3277 : 	L .x..x	E x....	39	29	8	5	16	4	29	18	35	13	24	34	xxx.x	..x..	.	.	.
3278 : 	+ xx.xx	N ..xx.	40	30	9	6	17	5	29	18	35	13	24	34	xx..x	..x..	x	.	.
3279 : 	U xxx..	+ xx.xx	41	31	10	7	18	6	30	18	35	13	24	34	...xx	..x..	.	x	x
3280 : 	M ..xxx	+ xx.xx	1	1	11	8	19	7	30	19	36	14	25	35	.xx..	x....	x	x	x
3281 : 	- xxxxx	. ..x..	2	2	12	9	20	8	31	20	37	15	26	36	.x.xx	x....	x	.	.
3282 : 	I .xx..	- xxxxx	3	3	13	10	21	9	32	20	37	15	26	36	...xx	x....	.	x	x
3283 : 	L .x..x	- xxxxx	4	4	14	11	22	10	32	21	38	16	27	37	x...x	..xxx	.	x	x
3284 : 	E x....	D x..x.	5	5	15	12	23	11	32	22	39	17	28	38	xx...	xx.x.	x	x	x
3285 : 	R .x.x.	I .xx..	6	6	16	13	1	12	33	23	40	18	29	39	xxxx.	xx...	x	.	.
3286 : 	Y x.x.x	E x....	7	7	17	14	2	13	34	23	40	18	29	39	xxx.x	xx...	.	x	x
3287 : 	B x..xx	+ xx.xx	8	8	18	15	3	14	34	24	41	19	30	40	..x..	.xx..	.	x	x
3288 : 	N ..xx.	+ xx.xx	9	9	19	16	4	15	34	25	42	20	31	41	.x.x.	x.xxx	x	x	x
3289 : 	I .xx..	. ..x..	10	10	20	17	5	16	35	26	43	21	32	42	.x.x.	...x.	x	.	.
3290 : 	A xx...	- xxxxx	11	11	21	18	6	17	36	26	43	21	32	42	..x.x	...x.	.	x	x
3291 : 	X x.xxx	- xxxxx	12	12	22	19	7	18	36	27	44	22	33	43	x.x..	xxx..	.	x	x
3292 : 	T ....x	B x..xx	13	13	23	20	8	19	36	28	45	23	34	44	x..xx	....x	.	x	x
3293 : 	D x..x.	E x....	14	14	24	21	9	20	36	29	46	24	35	45	.xx.x	.xxxx	x	x	x
3294 : 	R .x.x.	S x.x..	15	15	25	22	10	21	37	30	47	25	36	46	..x..	xx.x.	x	.	.
3295 : 	I .xx..	U xxx..	16	16	26	23	11	22	1	30	47	25	36	46	.x.x.	xx.x.	x	x	x
3296 : 	A xx...	C .xxx.	17	17	27	24	12	23	2	31	1	26	37	47	...xx	x.x.x	x	.	.
3297 : 	C .xxx.	H ..x.x	18	18	28	25	13	24	3	31	1	26	37	47	xxxx.	x.x.x	.	x	x
3298 : 	W xx..x	E x....	19	19	29	26	14	25	3	32	2	27	38	48	.xxx.	..xxx	x	x	x
3299 : 	. ..x..	R .x.x.	20	20	1	1	15	26	4	33	3	28	39	49	x....	xxxx.	.	x	x
3300 : 	U xxx..	+ xx.xx	21	21	2	2	16	27	4	34	4	29	40	50	x...x	x.xx.	x	x	x
3301 : 	M ..xxx	+ xx.xx	22	22	3	3	17	28	5	35	5	30	41	51	..xxx	xx.xx	x	x	x
3302 : 	/ .....	. ..x..	23	23	4	4	18	29	6	36	6	31	42	52	.xxxx	.x.xx	.	.	x
3303 : 	G .x.xx	- xxxxx	24	24	5	5	19	30	6	37	7	32	43	53	x.x..	.....	x	.	.
3304 : 	K xxxx.	- xxxxx	25	25	6	6	20	31	7	37	7	32	43	53	....x	.....	x	x	x
3305 : 	J xx.x.	M ..xxx	26	26	7	7	21	32	8	38	8	33	44	54	..xxx	xx.x.	.	.	x
3306 : 	I .xx..	I .xx..	27	27	8	8	22	33	8	39	9	34	45	55	x.x.x	x.x.x	.	.	x
3307 : 	M ..xxx	T ....x	28	28	9	9	23	34	8	40	10	35	46	56	xx.x.	xxx..	.	.	x
3308 : 	F x.xx.	+ xx.xx	29	29	10	10	1	35	8	41	11	36	47	57	.x.x.	..xxx	x	.	.
3309 : 	T ....x	+ xx.xx	30	30	11	11	2	36	9	41	11	36	47	57	xxx.x	..xxx	x	x	x
3310 : 	I .xx..	. ..x..	31	31	12	12	3	37	10	42	12	37	48	58	.....	.x...	.	.	.
3311 : 	P .xx.x	- xxxxx	32	1	13	13	4	38	10	42	12	37	48	58	xx.x.	.x...	.	.	x
3312 : 	N ..xx.	- xxxxx	33	2	14	14	5	39	10	43	13	38	49	59	xx...	....x	.	.	.
3313 : 	E x....	E x....	34	3	15	15	6	40	10	43	13	38	49	59	....x	....x	.	.	.
3314 : 	+ xx.xx	I .xx..	35	4	16	16	7	41	10	43	13	38	49	59	x.xx.	....x	x	.	x
3315 : 	T ....x	N ..xx.	36	5	17	17	8	42	11	1	14	39	50	1	.xxxx	.x...	x	x	x
3316 : 	4 .x...	E x....	37	6	18	18	9	43	12	2	15	40	51	2	xxx.x	..x.x	x	.	.
3317 : 	J xx.x.	M ..xxx	38	7	19	19	10	44	13	2	15	40	51	2	xx...	..x.x	x	x	x
3318 : 	X x.xxx	+ xx.xx	39	8	20	20	11	45	14	3	16	41	52	3	x..x.	xxxx.	.	.	.
3319 : 	A xx...	+ xx.xx	40	9	21	21	12	46	14	3	16	41	52	3	xxx.x	xxxx.	x	.	x
3320 : 	P .xx.x	. ..x..	41	10	22	22	13	47	15	4	17	42	53	4	.xx..	..x.x	x	.	.
3321 : 	A xx...	- xxxxx	1	11	23	23	14	48	16	4	17	42	53	4	...x.	..x.x	.	x	x
3322 : 	O ...xx	- xxxxx	2	12	24	24	15	49	16	5	18	43	1	5	..xx.	xx.x.	.	x	x
3323 : 	D x..x.	A xx...	3	13	25	25	16	50	16	6	19	44	2	6	..xxx	.xx.x	x	x	x
3324 : 	B x..xx	K xxxx.	4	14	26	26	17	51	17	7	20	45	3	7	xx.xx	x.xx.	x	.	x
3325 : 	I .xx..	U xxx..	5	15	27	1	18	52	18	8	21	46	4	8	x...x	....x	.	x	x
3326 : 	E x....	S x.x..	6	16	28	2	19	53	18	9	22	47	5	9	xxx..	xx...	.	x	x
3327 : 	W xx..x	T ....x	7	17	29	3	20	54	18	10	23	48	6	10	x.xxx	.xxxx	.	x	x
3328 : 	S x.x..	I .xx..	8	18	1	4	21	55	18	11	24	49	7	11	.x.xx	x..xx	x	x	x
3329 : 	Y x.x.x	S x.x..	9	19	2	5	22	56	19	12	25	50	8	12	.x..x	.x...	x	.	.
3330 : 	3 ...x.	C .xxx.	10	20	3	6	23	57	20	12	25	50	8	12	..x..	.x...	.	x	x
3331 : 	H ..x.x	H ..x.x	11	21	4	7	1	58	20	13	26	51	9	13	..xx.	..xx.	.	x	x
3332 : 	Z x...x	E x....	12	22	5	8	2	59	20	14	27	1	10	14	x.x.x	x.x..	.	x	x
3333 : 	X x.xxx	N ..xx.	13	23	6	9	3	60	20	15	28	2	11	15	xx.x.	.x.xx	.	x	x
3334 : 	W xx..x	+ xx.xx	14	24	7	10	4	61	20	16	29	3	12	16	..xx.	..x..	x	x	x
3335 : 	. ..x..	+ xx.xx	15	25	8	11	5	1	21	17	30	4	13	17	..x..	xx.xx	x	x	x
3336 : 	V .xxxx	3 ...x.	16	26	9	12	6	2	22	18	31	5	14	18	....x	.xx..	x	x	x
3337 : 	O ...xx	+ xx.xx	17	27	10	13	7	3	23	19	32	6	15	19	...x.	xx.x.	x	.	x
3338 : 	+ xx.xx	+ xx.xx	18	28	11	14	8	4	24	20	33	7	16	20	xxx.x	xxx.x	.	x	x
3339 : 	3 ...x.	4 .x...	19	29	12	15	9	5	24	21	34	8	17	21	.x..x	...xx	x	x	x
3340 : 	G .x.xx	. ..x..	20	30	13	16	10	6	25	22	35	9	18	22	xx.x.	x.x.x	.	.	.
3341 : 	A xx...	- xxxxx	21	31	14	17	11	7	25	22	35	9	18	22	x..x.	x.x.x	x	.	.
3342 : 	O ...xx	- xxxxx	22	1	15	18	12	8	26	22	35	9	18	22	.x..x	x.x.x	x	x	x
3343 : 	E x....	C .xxx.	23	2	16	19	13	9	27	23	36	10	19	23	.xx..	x..x.	.	.	.
3344 : 	M ..xxx	O ...xx	24	3	17	20	14	10	27	23	36	10	19	23	x.xx.	x..x.	.	.	.
3345 : 	R .x.x.	U xxx..	25	4	18	21	15	11	27	23	36	10	19	23	..x..	x..x.	x	.	x
3346 : 	4 .x...	N ..xx.	26	5	19	22	16	12	28	24	37	11	20	24	.x..x	..xxx	x	x	x
3347 : 	G .x.xx	T ....x	27	6	20	23	17	13	29	25	38	12	21	25	xx.xx	x...x	.	.	.
3348 : 	U xxx..	D x..x.	28	7	21	24	18	14	29	25	38	12	21	25	xxxxx	x...x	.	.	.
3349 : 	S x.x..	O ...xx	29	8	22	25	19	15	29	25	38	12	21	25	..xx.	x...x	x	.	.
3350 : 	B x..xx	W xx..x	30	9	23	26	20	16	30	25	38	12	21	25	xx.xx	x...x	x	x	x
3351 : 	. ..x..	N ..xx.	31	10	24	1	21	17	31	26	39	13	22	26	.xx.x	.xxxx	.	.	.
3352 : 	T ....x	+ xx.xx	32	11	25	2	22	18	31	26	39	13	22	26	x.x.x	.xxxx	.	.	.
3353 : 	N ..xx.	+ xx.xx	33	12	26	3	23	19	31	26	39	13	22	26	x..x.	.xxxx	.	.	x
3354 : 	- xxxxx	. ..x..	34	13	27	4	1	20	31	27	40	14	23	27	...x.	xx..x	x	.	x
3355 : 	R .x.x.	- xxxxx	35	14	28	5	2	21	32	28	41	15	24	28	xxx.x	.x...	x	x	x
3356 : 	K xxxx.	- xxxxx	36	15	29	6	3	22	33	29	42	16	25	29	..x..	..x.x	x	.	.
3357 : 	M ..xxx	A xx...	37	16	1	7	4	23	34	29	42	16	25	29	xx.x.	..x.x	x	x	x
3358 : 	Q xxx.x	U xxx..	38	17	2	8	5	24	35	30	43	17	26	30	x....	x...x	.	.	.
3359 : 	A xx...	F x.xx.	39	18	3	9	6	25	35	30	43	17	26	30	xxxxx	x...x	x	.	x
3360 : 	- xxxxx	+ xx.xx	40	19	4	10	7	26	36	31	44	18	27	31	xxxx.	xx.x.	.	x	x
3361 : 	W xx..x	+ xx.xx	41	20	5	11	8	27	36	32	45	19	28	32	..x.x	..xxx	x	x	x
3362 : 	W xx..x	. ..x..	1	21	6	12	9	28	37	33	46	20	29	33	....x	xxx..	x	.	x
3363 : 	T ....x	- xxxxx	2	22	7	13	10	29	1	34	47	21	30	34	..xx.	xx...	.	x	x
3364 : 	H ..x.x	- xxxxx	3	23	8	14	11	30	1	35	1	22	31	35	.xx..	x.xx.	x	x	x
3365 : 	T ....x	D x..x.	4	24	9	15	12	31	2	36	2	23	32	36	x...x	...x.	x	.	.
3366 : 	/ .....	E x....	5	25	10	16	13	32	3	36	2	23	32	36	x..x.	...x.	.	x	x
3367 : 	Z x...x	R .x.x.	6	26	11	17	14	33	3	37	3	24	33	37	x.xx.	.xx.x	.	x	x
3368 : 	+ xx.xx	+ xx.xx	7	27	12	18	15	34	3	38	4	25	34	38	x....	x....	.	x	x
3369 : 	I .xx..	+ xx.xx	8	28	13	19	16	35	3	39	5	26	35	39	.x..x	xxxx.	x	x	x
3370 : 	Z x...x	. ..x..	9	29	14	20	17	36	4	40	6	27	36	40	.x.xx	xxxx.	x	x	x
3371 : 	B x..xx	- xxxxx	10	30	15	21	18	37	5	41	7	28	37	41	.x..x	..x.x	.	x	x
3372 : 	Y x.x.x	- xxxxx	11	31	16	22	19	38	5	42	8	29	38	42	..x..	.xxx.	.	x	x
3373 : 	X x.xxx	R .x.x.	12	1	17	23	20	39	5	43	9	30	39	43	xxxxx	...x.	.	x	x
3374 : 	X x.xxx	O ...xx	13	2	18	24	21	40	5	1	10	31	40	44	xxxxx	.x.xx	.	x	x
3375 : 	L .x..x	L .x..x	14	3	19	25	22	41	5	2	11	32	41	45	...xx	...xx	x	x	x
3376 : 	Z x...x	L .x..x	15	4	20	26	23	42	6	3	12	33	42	46	...x.	xx.x.	x	.	x
3377 : 	4 .x...	T ....x	16	5	21	1	1	43	7	4	13	34	43	47	.xx..	..x.x	x	x	x
3378 : 	A xx...	R .x.x.	17	6	22	2	2	44	8	5	14	35	44	48	.xx.x	xxxxx	x	.	.
3379 : 	Y x.x.x	E x....	18	7	23	3	3	45	9	5	14	35	44	48	xx.x.	xxxxx	.	x	x
3380 : 	V .xxxx	P .xx.x	19	8	24	4	4	46	9	6	15	36	45	49	..xx.	..x..	x	x	x
3381 : 	L .x..x	P .xx.x	20	9	25	5	5	47	10	7	16	37	46	50	xxx..	xx...	x	.	x
3382 : 	R .x.x.	E x....	21	10	26	6	6	48	11	8	17	38	47	51	xx..x	...xx	.	x	x
3383 : 	/ .....	+ xx.xx	22	11	27	7	7	49	11	9	18	39	48	52	...x.	xx..x	.	x	x
3384 : 	D x..x.	+ xx.xx	23	12	28	8	8	50	11	10	19	40	49	53	..x.x	.xx..	x	x	x
3385 : 	M ..xxx	. ..x..	24	13	29	9	9	51	12	11	20	41	50	54	x.xxx	x.x..	x	.	x
3386 : 	E x....	- xxxxx	25	14	1	10	10	52	13	12	21	42	51	55	.x.x.	..x.x	.	x	x
