Step 	Input 	Output 	K1 	K2 	K3 	K4 	K5 	M1 	M2 	S1 	S2 	S3 	S4 	S5 	Chi 	Psi 	M1 	M2 	TM 
236 : 	L .x..x	H ..x.x	32	27	11	6	11	14	21	35	16	46	50	14	x.x..	xx...	.	x	x
237 : 	B x..xx	L .x..x	33	28	12	7	12	15	21	36	17	47	51	15	xx.xx	....x	x	x	x
238 : 	R .x.x.	I .xx..	34	29	13	8	13	16	22	37	18	48	52	16	.x...	.xxx.	x	x	x
239 : 	P .xx.x	C .xxx.	35	30	14	9	14	17	23	38	19	49	53	17	xx.x.	xx..x	.	.	.
240 : 	K xxxx.	H ..x.x	36	31	15	10	15	18	23	38	19	49	53	17	...x.	xx..x	.	.	.
241 : 	S x.x..	E x....	37	1	16	11	16	19	23	38	19	49	53	17	xxx.x	xx..x	.	.	x
242 : 	S x.x..	+ xx.xx	38	2	17	12	17	20	23	39	20	50	1	18	xxx.x	x..x.	x	.	.
243 : 	K xxxx.	+ xx.xx	39	3	18	13	18	21	24	39	20	50	1	18	x.xxx	x..x.	x	x	x
244 : 	/ .....	. ..x..	40	4	19	14	19	22	25	40	21	51	2	19	x....	x.x..	x	.	x
245 : 	W xx..x	- xxxxx	41	5	20	15	20	23	26	41	22	1	3	20	.x..x	.xxxx	x	x	x
246 : 	W xx..x	- xxxxx	1	6	21	16	21	24	27	42	23	2	4	21	.xxxx	.x..x	.	.	.
247 : 	P .xx.x	G .x.xx	2	7	22	17	22	25	27	42	23	2	4	21	.xxxx	.x..x	x	.	.
248 : 	W xx..x	E x....	3	8	23	18	23	26	28	42	23	2	4	21	.....	.x..x	.	x	x
249 : 	U xxx..	H ..x.x	4	9	24	19	1	27	28	43	24	3	5	22	xxx..	..x.x	x	x	x
250 : 	W xx..x	I .xx..	5	10	25	20	2	28	29	1	25	4	6	23	xxxxx	.x.x.	x	.	.
251 : 	E x....	R .x.x.	6	11	26	21	3	29	30	1	25	4	6	23	x....	.x.x.	.	x	x
252 : 	Z x...x	N ..xx.	7	12	27	22	4	30	30	2	26	5	7	24	x....	..xxx	x	x	x
253 : 	I .xx..	+ xx.xx	8	13	28	23	5	31	31	3	27	6	8	25	..xx.	x...x	x	.	x
254 : 	+ xx.xx	+ xx.xx	9	14	29	24	6	32	32	4	28	7	9	26	.xxxx	.xxxx	.	x	x
255 : 	Y x.x.x	N ..xx.	10	15	1	25	7	33	32	5	29	8	10	27	...x.	x...x	.	x	x
256 : 	J xx.x.	- xxxxx	11	16	2	26	8	34	32	6	30	9	11	28	.x.xx	.xxx.	.	x	x
257 : 	B x..xx	- xxxxx	12	17	3	1	9	35	32	7	31	10	12	29	x.x.x	xx..x	x	x	x
258 : 	4 .x...	+ xx.xx	13	18	4	2	10	36	33	8	32	11	13	30	xxx..	.xxxx	x	.	x
259 : 	P .xx.x	+ xx.xx	14	19	5	3	11	37	34	9	33	12	14	31	.xxx.	xx...	.	x	x
260 : 	N ..xx.	3 ...x.	15	20	6	4	12	38	34	10	34	13	15	32	...xx	..xxx	.	x	x
261 : 	V .xxxx	+ xx.xx	16	21	7	5	13	39	34	11	35	14	16	33	..x..	x....	.	x	x
262 : 	Q xxx.x	+ xx.xx	17	22	8	6	14	40	34	12	36	15	17	34	..x..	...x.	.	x	x
263 : 	F x.xx.	4 .x...	18	23	9	7	15	41	34	13	37	16	18	35	xx.x.	..x..	x	x	x
264 : 	X x.xxx	. ..x..	19	24	10	8	16	42	35	14	38	17	19	36	....x	x..x.	x	.	.
265 : 	J xx.x.	- xxxxx	20	25	11	9	17	43	36	14	38	17	19	36	x.xxx	x..x.	x	x	x
266 : 	M ..xxx	- xxxxx	21	26	12	10	18	44	37	15	39	18	20	37	x..xx	.x.xx	x	.	x
267 : 	U xxx..	E x....	22	27	13	11	19	45	1	16	40	19	21	38	.....	.xx..	.	x	x
268 : 	+ xx.xx	I .xx..	23	28	14	12	20	46	1	17	41	20	22	39	.x..x	xxxx.	x	x	x
269 : 	Q xxx.x	N ..xx.	24	29	15	13	21	47	2	18	42	21	23	40	xx.xx	.....	x	.	.
270 : 	R .x.x.	M ..xxx	25	30	16	14	22	48	3	18	42	21	23	40	.xx.x	.....	.	x	x
271 : 	L .x..x	A xx...	26	31	17	15	23	49	3	19	43	22	24	41	..x..	x.x.x	.	x	x
272 : 	V .xxxx	L .x..x	27	1	18	16	1	50	3	20	44	23	25	42	xxxx.	xx...	x	x	x
273 : 	B x..xx	I .xx..	28	2	19	17	2	51	4	21	45	24	26	43	xx.xx	..x..	x	x	x
274 : 	E x....	G .x.xx	29	3	20	18	3	52	5	22	46	25	27	44	.....	xx.xx	.	x	x
275 : 	+ xx.xx	E x....	30	4	21	19	4	53	5	23	47	26	28	45	x.x..	xxxxx	.	x	x
276 : 	Z x...x	+ xx.xx	31	5	22	20	5	54	5	24	1	27	29	46	.xxx.	..x..	.	x	x
277 : 	X x.xxx	+ xx.xx	32	6	23	21	6	55	5	25	2	28	30	47	xx..x	x.x.x	x	x	x
278 : 	X x.xxx	. ..x..	33	7	24	22	7	56	6	26	3	29	31	48	xxx..	.xxxx	x	.	.
279 : 	X x.xxx	- xxxxx	34	8	25	23	8	57	7	26	3	29	31	48	..xxx	.xxxx	.	x	x
280 : 	F x.xx.	- xxxxx	35	9	26	24	9	58	7	27	4	30	32	49	xx.xx	x..x.	.	x	x
281 : 	D x..x.	E x....	36	10	27	25	10	59	7	28	5	31	33	50	.x.x.	.x...	.	x	x
282 : 	4 .x...	X x.xxx	37	11	28	26	11	60	7	29	6	32	34	51	x.xx.	.x..x	.	x	x
283 : 	G .x.xx	P .xx.x	38	12	29	1	12	61	7	30	7	33	35	52	x.x.x	x..xx	x	x	x
284 : 	P .xx.x	O ...xx	39	13	1	2	13	1	8	31	8	34	36	53	x....	xxxx.	x	.	x
285 : 	A xx...	N ..xx.	40	14	2	3	14	2	9	32	9	35	37	54	xx.x.	..x..	x	x	x
286 : 	T ....x	A xx...	41	15	3	4	15	3	10	33	10	36	38	55	..xx.	xxxxx	x	.	.
287 : 	B x..xx	T ....x	1	16	4	5	16	4	11	33	10	36	38	55	.xx.x	xxxxx	.	x	x
288 : 	M ..xxx	E x....	2	17	5	6	17	5	11	34	11	37	39	56	..x.x	x..x.	x	x	x
289 : 	G .x.xx	+ xx.xx	3	18	6	7	18	6	12	35	12	38	40	57	.x.xx	xx.xx	.	.	x
290 : 	H ..x.x	+ xx.xx	4	19	7	8	19	7	12	36	13	39	41	58	xxx..	...x.	x	.	.
291 : 	Z x...x	. ..x..	5	20	8	9	20	8	13	36	13	39	41	58	x.xxx	...x.	x	x	x
292 : 	O ...xx	- xxxxx	6	21	9	10	21	9	14	37	14	40	42	59	x..xx	.xxxx	.	.	x
293 : 	J xx.x.	- xxxxx	7	22	10	11	22	10	14	38	15	41	43	1	x...x	x.x..	.	.	x
294 : 	G .x.xx	A xx...	8	23	11	12	23	11	14	39	16	42	44	2	.xx..	xxxxx	x	.	x
295 : 	C .xxx.	U xxx..	9	24	12	13	1	12	15	40	17	43	45	3	...x.	x....	x	.	.
296 : 	H ..x.x	S x.x..	10	25	13	14	2	13	16	40	17	43	45	3	....x	x....	.	x	x
297 : 	F x.xx.	+ xx.xx	11	26	14	15	3	14	16	41	18	44	46	4	.....	.xx.x	.	x	x
298 : 	M ..xxx	+ xx.xx	12	27	15	16	4	15	16	42	19	45	47	5	x..x.	.xxx.	x	x	x
299 : 	+ xx.xx	. ..x..	13	28	16	17	5	16	17	43	20	46	48	6	xxxx.	....x	x	.	x
300 : 	D x..x.	- xxxxx	14	29	17	18	6	17	18	1	21	47	49	7	.xx.x	.....	.	x	x
301 : 	K xxxx.	- xxxxx	15	30	18	19	7	18	18	2	22	48	50	8	.xx..	.xx.x	.	x	x
302 : 	X x.xxx	I .xx..	16	31	19	20	8	19	18	3	23	49	51	9	...xx	xx...	.	x	x
303 : 	I .xx..	N ..xx.	17	1	20	21	9	20	18	4	24	50	52	10	.x..x	...xx	x	x	x
304 : 	/ .....	T ....x	18	2	21	22	10	21	19	5	25	51	53	11	xxx..	xxx.x	x	.	.
305 : 	G .x.xx	E x....	19	3	22	23	11	22	20	5	25	51	53	11	..xx.	xxx.x	x	x	x
306 : 	- xxxxx	R .x.x.	20	4	23	24	12	23	21	6	26	1	1	12	x..xx	..xx.	x	x	x
307 : 	4 .x...	N ..xx.	21	5	24	25	13	24	22	7	27	2	2	13	xxxx.	x....	.	x	x
308 : 	A xx...	A xx...	22	6	25	26	14	25	22	8	28	3	3	14	.xxx.	.xxx.	x	x	x
309 : 	A xx...	T ....x	23	7	26	1	15	26	23	9	29	4	4	15	.x...	x...x	.	.	.
310 : 	I .xx..	I .xx..	24	8	27	2	16	27	23	9	29	4	4	15	x...x	x...x	x	.	.
311 : 	Q xxx.x	O ...xx	25	9	28	3	17	28	24	9	29	4	4	15	.xxxx	x...x	x	x	x
312 : 	H ..x.x	N ..xx.	26	10	29	4	18	29	25	10	30	5	5	16	.xxxx	.xx..	.	.	.
313 : 	. ..x..	A xx...	27	11	1	5	19	30	25	10	30	5	5	16	x....	.xx..	x	.	.
314 : 	S x.x..	L .x..x	28	12	2	6	20	31	26	10	30	5	5	16	x...x	.xx..	x	x	x
315 : 	I .xx..	E x....	29	13	3	7	21	32	27	11	31	6	6	17	..xxx	xx.xx	.	.	x
316 : 	Y x.x.x	N ..xx.	30	14	4	8	22	33	27	12	32	7	7	18	xxx.x	.xxx.	.	.	x
317 : 	Y x.x.x	+ xx.xx	31	15	5	9	23	34	27	13	33	8	8	19	..xx.	.x...	.	.	.
318 : 	L .x..x	+ xx.xx	32	16	6	10	1	35	27	13	33	8	8	19	xx.x.	.x...	x	.	x
319 : 	N ..xx.	. ..x..	33	17	7	11	2	36	28	14	34	9	9	20	x.x.x	x.xxx	x	x	x
320 : 	D x..x.	- xxxxx	34	18	8	12	3	37	29	15	35	10	10	21	.xx..	....x	.	.	x
321 : 	3 ...x.	- xxxxx	35	19	9	13	4	38	29	16	36	11	11	22	xx.x.	..xxx	.	.	.
322 : 	Z x...x	F x.xx.	36	20	10	14	5	39	29	16	36	11	11	22	.....	..xxx	.	.	.
323 : 	Z x...x	O ...xx	37	21	11	15	6	40	29	16	36	11	11	22	x.x.x	..xxx	.	.	x
324 : 	4 .x...	R .x.x.	38	22	12	16	7	41	29	17	37	12	12	23	x..x.	x....	x	.	x
325 : 	4 .x...	S x.x..	39	23	13	17	8	42	30	18	38	13	13	24	xx.xx	..xxx	x	x	x
326 : 	N ..xx.	C .xxx.	40	24	14	18	9	43	31	19	39	14	14	25	x...x	xx..x	x	.	.
327 : 	U xxx..	H ..x.x	41	25	15	19	10	44	32	19	39	14	14	25	.....	xx..x	x	x	x
328 : 	T ....x	U xxx..	1	26	16	20	11	45	33	20	40	15	15	26	..xx.	xx.xx	.	.	x
329 : 	C .xxx.	N ..xx.	2	27	17	21	12	46	33	21	41	16	16	27	..x.x	.xx.x	x	.	x
330 : 	Y x.x.x	G .x.xx	3	28	18	22	13	47	34	22	42	17	17	28	.xx..	x..x.	x	x	x
331 : 	- xxxxx	S x.x..	4	29	19	23	14	48	35	23	43	18	18	29	xx.x.	x...x	.	.	.
332 : 	3 ...x.	L .x..x	5	30	20	24	15	49	35	23	43	18	18	29	xx.x.	x...x	.	.	.
333 : 	K xxxx.	A xx...	6	31	21	25	16	50	35	23	43	18	18	29	x.xxx	x...x	x	.	.
334 : 	Q xxx.x	B x..xx	7	1	22	26	17	51	36	23	43	18	18	29	xxxxx	x...x	x	x	x
335 : 	H ..x.x	O ...xx	8	2	23	1	18	52	37	24	44	19	19	30	.x..x	.xxxx	.	.	.
336 : 	T ....x	R .x.x.	9	3	24	2	19	53	37	24	44	19	19	30	..x..	.xxxx	.	.	.
337 : 	A xx...	E x....	10	4	25	3	20	54	37	24	44	19	19	30	..xxx	.xxxx	.	.	x
338 : 	+ xx.xx	N ..xx.	11	5	26	4	21	55	37	25	45	20	20	31	.x.xx	x.xx.	x	.	x
339 : 	G .x.xx	+ xx.xx	12	6	27	5	22	56	1	26	46	21	21	32	xx..x	.x..x	x	x	x
340 : 	W xx..x	+ xx.xx	13	7	28	6	23	57	2	27	47	22	22	33	xxx..	xxxx.	.	.	.
341 : 	U xxx..	. ..x..	14	8	29	7	1	58	2	27	47	22	22	33	..xx.	xxxx.	.	.	.
342 : 	4 .x...	- xxxxx	15	9	1	8	2	59	2	27	47	22	22	33	.x..x	xxxx.	.	.	x
343 : 	Y x.x.x	- xxxxx	16	10	2	9	3	60	2	28	1	23	23	34	.x.x.	.....	.	.	.
344 : 	J xx.x.	U xxx..	17	11	3	10	4	61	2	28	1	23	23	34	..xx.	.....	x	.	.
345 : 	D x..x.	N ..xx.	18	12	4	11	5	1	3	28	1	23	23	34	x.x..	.....	x	x	x
346 : 	B x..xx	D x..x.	19	13	5	12	6	2	4	29	2	24	24	35	..x.x	..x..	x	x	x
347 : 	W xx..x	+ xx.xx	20	14	6	13	7	3	5	30	3	25	25	36	xx.x.	xx...	x	x	x
348 : 	+ xx.xx	+ xx.xx	21	15	7	14	8	4	6	31	4	26	26	37	x.x.x	x.x.x	.	.	.
349 : 	J xx.x.	3 ...x.	22	16	8	15	9	5	6	31	4	26	26	37	.xx.x	x.x.x	x	.	x
350 : 	X x.xxx	+ xx.xx	23	17	9	16	10	6	7	32	5	27	27	38	...x.	.xxx.	.	x	x
351 : 	- xxxxx	+ xx.xx	24	18	10	17	11	7	7	33	6	28	28	39	xx.x.	xxxx.	x	x	x
352 : 	Z x...x	4 .x...	25	19	11	18	12	8	8	34	7	29	29	40	.xx.x	x.x..	x	.	.
353 : 	E x....	. ..x..	26	20	12	19	13	9	9	34	7	29	29	40	.....	x.x..	.	x	x
354 : 	S x.x..	- xxxxx	27	21	13	20	14	10	9	35	8	30	30	41	x..x.	xx..x	.	x	x
355 : 	P .xx.x	- xxxxx	28	22	14	21	15	11	9	36	9	31	31	42	x....	...x.	x	x	x
356 : 	+ xx.xx	A xx...	29	23	15	22	16	12	10	37	10	32	32	43	.x..x	.x.x.	x	.	x
357 : 	J xx.x.	U xxx..	30	24	16	23	17	13	11	38	11	33	33	44	x.xxx	x...x	.	x	x
358 : 	I .xx..	F x.xx.	31	25	17	24	18	14	11	39	12	34	34	45	..xxx	xxx.x	.	x	x
359 : 	R .x.x.	R .x.x.	32	26	18	25	19	15	11	40	13	35	35	46	x.xx.	x.xx.	x	x	x
360 : 	I .xx..	E x....	33	27	19	26	20	16	12	41	14	36	36	47	x..xx	.xxxx	x	.	x
361 : 	O ...xx	G .x.xx	34	28	20	1	21	17	13	42	15	37	37	48	.x..x	....x	.	x	x
362 : 	M ..xxx	E x....	35	29	21	2	22	18	13	43	16	38	38	49	xxx.x	.x.x.	.	x	x
363 : 	R .x.x.	N ..xx.	36	30	22	3	23	19	13	1	17	39	39	50	.xxx.	...x.	.	x	x
364 : 	V .xxxx	D x..x.	37	31	23	4	1	20	13	2	18	40	40	51	x..x.	.xxxx	x	x	x
365 : 	D x..x.	E x....	38	1	24	5	2	21	14	3	19	41	41	52	xxx.x	xxxxx	x	.	x
366 : 	T ....x	+ xx.xx	39	2	25	6	3	22	15	4	20	42	42	53	xxx..	..xx.	x	.	.
367 : 	V .xxxx	+ xx.xx	40	3	26	7	4	23	16	4	20	42	42	53	x..x.	..xx.	x	x	x
368 : 	S x.x..	. ..x..	41	4	27	8	5	24	17	5	21	43	43	54	.....	x....	.	.	x
369 : 	- xxxxx	- xxxxx	1	5	28	9	6	25	17	6	22	44	44	55	.xxxx	.xxxx	x	.	x
370 : 	P .xx.x	- xxxxx	2	6	29	10	7	26	18	7	23	45	45	56	.xxx.	xxx..	.	x	x
371 : 	A xx...	E x....	3	7	1	11	8	27	18	8	24	46	46	57	.x..x	....x	x	x	x
372 : 	M ..xxx	I .xx..	4	8	2	12	9	28	19	9	25	47	47	58	x...x	xx.x.	x	.	.
373 : 	3 ...x.	N ..xx.	5	9	3	13	10	29	20	9	25	47	47	58	xxxx.	xx.x.	.	x	x
374 : 	G .x.xx	D x..x.	6	10	4	14	11	30	20	10	26	48	48	59	xxx..	..x.x	x	x	x
375 : 	V .xxxx	R .x.x.	7	11	5	15	12	31	21	11	27	49	49	1	x.x.x	x....	x	x	x
376 : 	X x.xxx	U xxx..	8	12	6	16	13	32	22	12	28	50	50	2	...x.	.x..x	.	x	x
377 : 	I .xx..	C .xxx.	9	13	7	17	14	33	22	13	29	51	51	3	..xx.	..x..	.	x	x
378 : 	P .xx.x	K xxxx.	10	14	8	18	15	34	22	14	30	1	52	4	.xx..	xxxxx	.	x	x
379 : 	W xx..x	E x....	11	15	9	19	16	35	22	15	31	2	53	5	....x	.x...	x	x	x
380 : 	V .xxxx	+ xx.xx	12	16	10	20	17	36	23	16	32	3	1	6	xx.xx	.xxxx	x	.	x
381 : 	F x.xx.	+ xx.xx	13	17	11	21	18	37	24	17	33	4	2	7	x.x.x	xx...	.	x	x
382 : 	G .x.xx	. ..x..	14	18	12	22	19	38	24	18	34	5	3	8	.x...	..xxx	.	x	x
383 : 	. ..x..	- xxxxx	15	19	13	23	20	39	24	19	35	6	4	9	.x.xx	x....	.	x	x
384 : 	L .x..x	- xxxxx	16	20	14	24	21	40	24	20	36	7	5	10	...xx	x.x.x	.	x	x
385 : 	A xx...	A xx...	17	21	15	25	22	41	24	21	37	8	6	11	...xx	...xx	x	x	x
386 : 	U xxx..	U xxx..	18	22	16	26	23	42	25	22	38	9	7	12	x.xx.	x.xx.	x	.	x
387 : 	/ .....	S x.x..	19	23	17	1	1	43	26	23	39	10	8	13	.xx..	xx...	x	x	x
388 : 	/ .....	+ xx.xx	20	24	18	2	2	44	27	24	40	11	9	14	x.x.x	.xxx.	x	.	.
389 : 	M ..xxx	+ xx.xx	21	25	19	3	3	45	28	24	40	11	9	14	x..x.	.xxx.	.	x	x
390 : 	- xxxxx	. ..x..	22	26	20	4	4	46	28	25	41	12	10	15	...x.	xx..x	x	x	x
391 : 	Q xxx.x	- xxxxx	23	27	21	5	5	47	29	26	42	13	11	16	..x..	..xx.	x	.	x
392 : 	B x..xx	- xxxxx	24	28	22	6	6	48	30	27	43	14	12	17	xxx.x	x...x	.	x	x
393 : 	D x..x.	D x..x.	25	29	23	7	7	49	30	28	44	15	13	18	.x.x.	.x.x.	.	x	x
394 : 	W xx..x	E x....	26	30	24	8	8	50	30	29	45	16	14	19	.xx.x	..x..	x	x	x
395 : 	N ..xx.	R .x.x.	27	31	25	9	9	51	31	30	46	17	15	20	x.xxx	xx.xx	x	.	.
396 : 	J xx.x.	+ xx.xx	28	1	26	10	10	52	32	30	46	17	15	20	xx.x.	xx.xx	.	x	x
397 : 	R .x.x.	+ xx.xx	29	2	27	11	11	53	32	31	47	18	16	21	.x...	xx..x	.	x	x
398 : 	F x.xx.	. ..x..	30	3	28	12	12	54	32	32	1	19	17	22	x.x.x	..xxx	.	x	x
399 : 	P .xx.x	- xxxxx	31	4	29	13	13	55	32	33	2	20	18	23	..xx.	x.x..	x	x	x
400 : 	U xxx..	- xxxxx	32	5	1	14	14	56	33	34	3	21	19	24	xx...	xx.xx	x	.	x
401 : 	F x.xx.	W xx..x	33	6	2	15	15	57	34	35	4	22	20	25	xx...	x.xxx	.	x	x
402 : 	F x.xx.	E x....	34	7	3	16	16	58	34	36	5	23	21	26	.xxxx	.x..x	.	x	x
403 : 	Z x...x	L .x..x	35	8	4	17	17	59	34	37	6	24	22	27	x.xxx	.xxxx	.	x	x
404 : 	U xxx..	T ....x	36	9	5	18	18	60	34	38	7	25	23	28	.xx.x	x....	.	x	x
405 : 	K xxxx.	+ xx.xx	37	10	6	19	19	61	34	39	8	26	24	29	xx...	xxx.x	x	x	x
406 : 	W xx..x	+ xx.xx	38	11	7	20	20	1	35	40	9	27	25	30	x.xxx	x.x.x	x	.	.
407 : 	. ..x..	. ..x..	39	12	8	21	21	2	36	40	9	27	25	30	x.x.x	x.x.x	x	x	x
408 : 	3 ...x.	- xxxxx	40	13	9	22	22	3	37	41	10	28	26	31	x...x	.xx..	x	.	x
409 : 	D x..x.	- xxxxx	41	14	10	23	23	4	1	42	11	29	27	32	.x.x.	..xxx	.	x	x
410 : 	K xxxx.	D x..x.	1	15	11	24	1	5	1	43	12	30	28	33	..xx.	.x.x.	x	x	x
411 : 	+ xx.xx	E x....	2	16	12	25	2	6	2	1	13	31	29	34	.x.xx	.....	.	.	x
412 : 	/ .....	R .x.x.	3	17	13	26	3	7	2	2	14	32	30	35	...x.	.x...	x	.	.
413 : 	G .x.xx	+ xx.xx	4	18	14	1	4	8	3	2	14	32	30	35	xx...	.x...	x	x	x
414 : 	Z x...x	+ xx.xx	5	19	15	2	5	9	4	3	15	33	31	36	xx...	x..x.	.	x	x
415 : 	U xxx..	. ..x..	6	20	16	3	6	10	4	4	16	34	32	37	x.xxx	.xxxx	.	x	x
416 : 	Q xxx.x	- xxxxx	7	21	17	4	7	11	4	5	17	35	33	38	x.xx.	x.x..	x	x	x
417 : 	F x.xx.	- xxxxx	8	22	18	5	8	12	5	6	18	36	34	39	..x.x	.xx..	x	x	x
418 : 	M ..xxx	S x.x..	9	23	19	6	9	13	6	7	19	37	35	40	.x..x	xx.x.	.	.	x
419 : 	P .xx.x	I .xx..	10	24	20	7	10	14	6	8	20	38	36	41	...x.	...xx	.	.	.
420 : 	T ....x	N ..xx.	11	25	21	8	11	15	6	8	20	38	36	41	..x..	...xx	x	.	x
421 : 	T ....x	N ..xx.	12	26	22	9	12	16	7	9	21	39	37	42	x.xxx	x....	x	x	x
422 : 	I .xx..	E x....	13	27	23	10	13	17	8	10	22	40	38	43	x..x.	.xxx.	.	.	x
423 : 	4 .x...	+ xx.xx	14	28	24	11	14	18	8	11	23	41	39	44	.xx..	xxxxx	.	.	x
424 : 	E x....	+ xx.xx	15	29	25	12	15	19	8	12	24	42	40	45	.xx..	..xxx	.	.	.
425 : 	R .x.x.	N ..xx.	16	30	26	13	16	20	8	12	24	42	40	45	.x.xx	..xxx	x	.	.
426 : 	W xx..x	- xxxxx	17	31	27	14	17	21	9	12	24	42	40	45	....x	..xxx	x	x	x
427 : 	4 .x...	- xxxxx	18	1	28	15	18	22	10	13	25	43	41	46	xxx.x	.x.x.	x	.	x
428 : 	3 ...x.	+ xx.xx	19	2	29	16	19	23	11	14	26	44	42	47	.xxx.	x.xxx	x	x	x
429 : 	P .xx.x	+ xx.xx	20	3	1	17	20	24	12	15	27	45	43	48	x..xx	..x.x	.	.	.
430 : 	E x....	. ..x..	21	4	2	18	21	25	12	15	27	45	43	48	x...x	..x.x	x	.	x
431 : 	A xx...	- xxxxx	22	5	3	19	22	26	13	16	28	46	44	49	.xx.x	.x.x.	.	x	x
432 : 	T ....x	- xxxxx	23	6	4	20	23	27	13	17	29	47	45	50	.xxx.	x....	x	x	x
433 : 	O ...xx	D x..x.	24	7	5	21	1	28	14	18	30	48	46	51	xxx..	.xx.x	x	.	.
434 : 	S x.x..	A xx...	25	8	6	22	2	29	15	18	30	48	46	51	....x	.xx.x	.	.	.
435 : 	X x.xxx	S x.x..	26	9	7	23	3	30	15	18	30	48	46	51	.xxx.	.xx.x	x	.	x
436 : 	K xxxx.	+ xx.xx	27	10	8	24	4	31	16	19	31	49	47	52	xxxx.	xx.xx	x	x	x
437 : 	Z x...x	+ xx.xx	28	11	9	25	5	32	17	20	32	50	48	53	x..x.	xx...	.	.	.
438 : 	W xx..x	3 ...x.	29	12	10	26	6	33	17	20	32	50	48	53	...xx	xx...	.	.	x
439 : 	O ...xx	+ xx.xx	30	13	11	1	7	34	17	21	33	51	49	54	x.x..	.xx..	.	.	x
440 : 	M ..xxx	+ xx.xx	31	14	12	2	8	35	17	22	34	1	50	55	.x..x	x.x.x	x	.	x
441 : 	G .x.xx	4 .x...	32	15	13	3	9	36	18	23	35	2	51	56	x..xx	x....	x	x	x
442 : 	W xx..x	. ..x..	33	16	14	4	10	37	19	24	36	3	52	57	xx.x.	..xxx	.	.	x
443 : 	V .xxxx	- xxxxx	34	17	15	5	11	38	19	25	37	4	53	58	.....	x....	.	.	.
444 : 	D x..x.	- xxxxx	35	18	16	6	12	39	19	25	37	4	53	58	xxx.x	x....	.	.	x
445 : 	Z x...x	A xx...	36	19	17	7	13	40	19	26	38	5	1	59	.xxx.	..xxx	.	.	.
446 : 	J xx.x.	L .x..x	37	20	18	8	14	41	19	26	38	5	1	59	x.x..	..xxx	x	.	.
447 : 	U xxx..	L .x..x	38	21	19	9	15	42	20	26	38	5	1	59	x..x.	..xxx	x	x	x
448 : 	+ xx.xx	E x....	39	22	20	10	16	43	21	27	39	6	2	1	x..xx	xx...	x	x	x
449 : 	N ..xx.	S x.x..	40	23	21	11	17	44	22	28	40	7	3	2	xxx.x	.xxxx	x	x	x
450 : 	F x.xx.	+ xx.xx	41	24	22	12	18	45	23	29	41	8	4	3	..x.x	.x...	.	.	.
451 : 	Z x...x	+ xx.xx	1	25	23	13	19	46	23	29	41	8	4	3	...x.	.x...	x	.	x
452 : 	S x.x..	. ..x..	2	26	24	14	20	47	24	30	42	9	5	4	..x.x	x.x.x	x	x	x
453 : 	4 .x...	- xxxxx	3	27	25	15	21	48	25	31	43	10	6	5	..x.x	x..x.	.	.	x
454 : 	G .x.xx	- xxxxx	4	28	26	16	22	49	25	32	44	11	7	6	xx.xx	.xxxx	.	.	x
455 : 	W xx..x	B x..xx	5	29	27	17	23	50	25	33	45	12	8	7	xx.x.	x....	x	.	.
456 : 	/ .....	I .xx..	6	30	28	18	1	51	26	33	45	12	8	7	xxx..	x....	x	x	x
457 : 	J xx.x.	E x....	7	31	29	19	2	52	27	34	46	13	9	8	x.x.x	xxxxx	.	.	.
458 : 	S x.x..	T ....x	8	1	1	20	3	53	27	34	46	13	9	8	.x.x.	xxxxx	.	.	x
459 : 	/ .....	E x....	9	2	2	21	4	54	27	35	47	14	10	9	.x...	xx...	.	.	.
460 : 	Q xxx.x	T ....x	10	3	3	22	5	55	27	35	47	14	10	9	..x..	xx...	x	.	.
461 : 	. ..x..	+ xx.xx	11	4	4	23	6	56	28	35	47	14	10	9	..xxx	xx...	x	x	x
462 : 	N ..xx.	+ xx.xx	12	5	5	24	7	57	29	36	1	15	11	10	xxxx.	...xx	.	.	x
463 : 	J xx.x.	. ..x..	13	6	6	25	8	58	29	37	2	16	12	11	xx.xx	..x.x	.	.	.
464 : 	Y x.x.x	- xxxxx	14	7	7	26	9	59	29	37	2	16	12	11	.xxxx	..x.x	.	.	.
465 : 	K xxxx.	- xxxxx	15	8	8	1	10	60	29	37	2	16	12	11	..x..	..x.x	.	.	.
466 : 	K xxxx.	B x..xx	16	9	9	2	11	61	29	37	2	16	12	11	.x...	..x.x	x	.	x
467 : 	Q xxx.x	I .xx..	17	10	10	3	12	1	30	38	3	17	13	12	.x.xx	xx.x.	x	x	x
468 : 	D x..x.	S x.x..	18	11	11	4	13	2	31	39	4	18	14	13	x.xx.	x....	x	.	.
469 : 	G .x.xx	+ xx.xx	19	12	12	5	14	3	32	39	4	18	14	13	.....	x....	x	x	x
470 : 	Y x.x.x	+ xx.xx	20	13	13	6	15	4	33	40	5	19	15	14	x....	xxxx.	.	.	x
471 : 	D x..x.	. ..x..	21	14	14	7	16	5	33	41	6	20	16	15	xx.xx	.xx.x	x	.	x
472 : 	U xxx..	- xxxxx	22	15	15	8	17	6	34	42	7	21	17	16	....x	...x.	.	x	x
473 : 	Q xxx.x	- xxxxx	23	16	16	9	18	7	34	43	8	22	18	17	.xxxx	.xx.x	x	x	x
474 : 	H ..x.x	Z x...x	24	17	17	10	19	8	35	1	9	23	19	18	x.xx.	...x.	x	.	.
