Step 	Input 	Output 	K1 	K2 	K3 	K4 	K5 	M1 	M2 	S1 	S2 	S3 	S4 	S5 	Chi 	Psi 	M1 	M2 	TM 
2472 : 	S x.x..	T ....x	13	31	14	6	16	54	10	8	13	48	37	39	x...x	..x..	.	.	.
2473 : 	S x.x..	+ xx.xx	14	1	15	7	17	55	10	8	13	48	37	39	.x.xx	..x..	x	.	x
2474 : 	I .xx..	+ xx.xx	15	2	16	8	18	56	11	9	14	49	38	40	.xx.x	xx.x.	x	x	x
2475 : 	T ....x	. ..x..	16	3	17	9	19	57	12	10	15	50	39	41	..xx.	...xx	.	.	.
2476 : 	+ xx.xx	- xxxxx	17	4	18	10	20	58	12	10	15	50	39	41	..xxx	...xx	.	.	x
2477 : 	A xx...	- xxxxx	18	5	19	11	21	59	12	11	16	51	40	42	xx..x	xxxx.	.	.	x
2478 : 	R .x.x.	H ..x.x	19	6	20	12	22	60	12	12	17	1	41	43	.x..x	..xx.	.	.	.
2479 : 	/ .....	A xx...	20	7	21	13	23	61	12	12	17	1	41	43	xxxx.	..xx.	x	.	.
2480 : 	B x..xx	T ....x	21	8	22	14	1	1	13	12	17	1	41	43	x.x..	..xx.	x	x	x
2481 : 	W xx..x	+ xx.xx	22	9	23	15	2	2	14	13	18	2	42	44	.x..x	.x.xx	x	.	x
2482 : 	4 .x...	+ xx.xx	23	10	24	16	3	3	15	14	19	3	43	45	.xxx.	xxx.x	x	.	.
2483 : 	V .xxxx	. ..x..	24	11	25	17	4	4	16	14	19	3	43	45	x.xx.	xxx.x	.	x	x
2484 : 	Q xxx.x	- xxxxx	25	12	26	18	5	5	16	15	20	4	44	46	.....	...x.	x	x	x
2485 : 	+ xx.xx	- xxxxx	26	13	27	19	6	6	17	16	21	5	45	47	....x	..x.x	.	.	x
2486 : 	Y x.x.x	D x..x.	27	14	28	20	7	7	17	17	22	6	46	48	xxxx.	xx..x	x	.	x
2487 : 	X x.xxx	I .xx..	28	15	29	21	8	8	18	18	23	7	47	49	x.x.x	.xxx.	x	x	x
2488 : 	L .x..x	E x....	29	16	1	22	9	9	19	19	24	8	48	50	.x..x	x....	.	.	x
2489 : 	S x.x..	+ xx.xx	30	17	2	23	10	10	19	20	25	9	49	51	x..x.	xxx.x	.	.	.
2490 : 	4 .x...	+ xx.xx	31	18	3	24	11	11	19	20	25	9	49	51	.xxx.	xxx.x	x	.	x
2491 : 	J xx.x.	. ..x..	32	19	4	25	12	12	20	21	26	10	50	52	xxxxx	....x	x	x	x
2492 : 	Q xxx.x	- xxxxx	33	20	5	26	13	13	21	22	27	11	51	53	x.xx.	x.x..	.	x	x
2493 : 	H ..x.x	- xxxxx	34	21	6	1	14	14	21	23	28	12	52	54	.....	xx.x.	.	x	x
2494 : 	3 ...x.	B x..xx	35	22	7	2	15	15	21	24	29	13	53	55	x.x..	..x.x	x	x	x
2495 : 	L .x..x	U xxx..	36	23	8	3	16	16	22	25	30	14	1	56	.xxxx	xx.x.	x	x	x
2496 : 	U xxx..	N ..xx.	37	24	9	4	17	17	23	26	31	15	2	57	x..xx	.x..x	.	.	.
2497 : 	R .x.x.	D x..x.	38	25	10	5	18	18	23	26	31	15	2	57	x...x	.x..x	.	.	x
2498 : 	J xx.x.	E x....	39	26	11	6	19	19	23	27	32	16	3	58	x.x..	xxxx.	.	.	x
2499 : 	C .xxx.	S x.x..	40	27	12	7	20	20	23	28	33	17	4	59	x..xx	.x..x	x	.	x
2500 : 	C .xxx.	M ..xxx	41	28	13	8	21	21	24	29	34	18	5	1	.x..x	.....	x	x	x
2501 : 	E x....	I .xx..	1	29	14	9	22	22	25	30	35	19	6	2	.x.xx	x.xxx	x	.	.
2502 : 	+ xx.xx	N ..xx.	2	30	15	10	23	23	26	30	35	19	6	2	.x.x.	x.xxx	x	x	x
2503 : 	K xxxx.	I .xx..	3	31	16	11	1	24	27	31	36	20	7	3	..x..	x.xx.	.	.	.
2504 : 	- xxxxx	S x.x..	4	1	17	12	2	25	27	31	36	20	7	3	xxx.x	x.xx.	x	.	x
2505 : 	K xxxx.	T ....x	5	2	18	13	3	26	28	32	37	21	8	4	xxxx.	....x	.	x	x
2506 : 	F x.xx.	E x....	6	3	19	14	4	27	28	33	38	22	9	5	x....	x.xx.	x	x	x
2507 : 	O ...xx	R .x.x.	7	4	20	15	5	28	29	34	39	23	10	6	x....	xx..x	x	.	x
2508 : 	Q xxx.x	I .xx..	8	5	21	16	6	29	30	35	40	24	11	7	.xxxx	xxxx.	.	x	x
2509 : 	T ....x	N ..xx.	9	6	22	17	7	30	30	36	41	25	12	8	.xxx.	.x..x	x	x	x
2510 : 	S x.x..	+ xx.xx	10	7	23	18	8	31	31	37	42	26	13	9	.x..x	..xx.	x	.	.
2511 : 	A xx...	+ xx.xx	11	8	24	19	9	32	32	37	42	26	13	9	..x.x	..xx.	.	x	x
2512 : 	V .xxxx	. ..x..	12	9	25	20	10	33	32	38	43	27	14	10	xxxx.	x.x.x	.	x	x
2513 : 	A xx...	- xxxxx	13	10	26	21	11	34	32	39	44	28	15	11	xx...	xxxxx	.	x	x
2514 : 	R .x.x.	- xxxxx	14	11	27	22	12	35	32	40	45	29	16	12	....x	x.x..	x	x	x
2515 : 	J xx.x.	F x.xx.	15	12	28	23	13	36	33	41	46	30	17	13	..xx.	.x.x.	x	.	x
2516 : 	D x..x.	U xxx..	16	13	29	24	14	37	34	42	47	31	18	14	..xx.	.x...	.	x	x
2517 : 	O ...xx	R .x.x.	17	14	1	25	15	38	34	43	1	32	19	15	.x.x.	...xx	.	x	x
2518 : 	R .x.x.	+ xx.xx	18	15	2	26	16	39	34	1	2	33	20	16	x..xx	...x.	.	x	x
2519 : 	+ xx.xx	+ xx.xx	19	16	3	1	17	40	34	2	3	34	21	17	.xx.x	.xx.x	.	x	x
2520 : 	M ..xxx	. ..x..	20	17	4	2	18	41	34	3	4	35	22	18	x.x.x	x.xx.	x	x	x
2521 : 	P .xx.x	- xxxxx	21	18	5	3	19	42	35	4	5	36	23	19	xxxx.	.xx..	x	.	x
2522 : 	P .xx.x	- xxxxx	22	19	6	4	20	43	36	5	6	37	24	20	.x.xx	xx..x	x	x	x
2523 : 	X x.xxx	B x..xx	23	20	7	5	21	44	37	6	7	38	25	21	..x.x	....x	x	.	.
2524 : 	A xx...	I .xx..	24	21	8	6	22	45	1	6	7	38	25	21	x.x.x	....x	.	x	x
2525 : 	D x..x.	L .x..x	25	22	9	7	23	46	1	7	8	39	26	22	...x.	xx..x	x	x	x
2526 : 	U xxx..	D x..x.	26	23	10	8	1	47	2	8	9	40	27	23	.x...	..xx.	x	.	x
2527 : 	S x.x..	U xxx..	27	24	11	9	2	48	3	9	10	41	28	24	x.xxx	xxxxx	.	x	x
2528 : 	Z x...x	N ..xx.	28	25	12	10	3	49	3	10	11	42	29	25	x..x.	..x.x	.	x	x
2529 : 	D x..x.	G .x.xx	29	26	13	11	4	50	3	11	12	43	30	26	.....	xx..x	x	x	x
2530 : 	I .xx..	+ xx.xx	30	27	14	12	5	51	4	12	13	44	31	27	x....	..xxx	x	x	x
2531 : 	K xxxx.	+ xx.xx	31	28	15	13	6	52	5	13	14	45	32	28	.x.xx	.xxx.	.	x	x
2532 : 	V .xxxx	3 ...x.	32	29	16	14	7	53	5	14	15	46	33	29	xxx..	x...x	.	x	x
2533 : 	V .xxxx	+ xx.xx	33	30	17	15	8	54	5	15	16	47	34	30	xxx.x	.x..x	.	x	x
2534 : 	J xx.x.	+ xx.xx	34	31	18	16	9	55	5	16	17	48	35	31	..xxx	..xx.	x	x	x
2535 : 	L .x..x	4 .x...	35	1	19	17	10	56	6	17	18	49	36	32	xx.x.	xx.xx	x	.	x
2536 : 	. ..x..	. ..x..	36	2	20	18	11	57	7	18	19	50	37	33	.x...	.x...	.	x	x
2537 : 	U xxx..	- xxxxx	37	3	21	19	12	58	7	19	20	51	38	34	x.x.x	x.xx.	.	x	x
2538 : 	- xxxxx	- xxxxx	38	4	22	20	13	59	7	20	21	1	39	35	x.xx.	x.xx.	.	x	x
2539 : 	C .xxx.	U xxx..	39	5	23	21	14	60	7	21	22	2	40	36	xx...	.x.x.	.	x	x
2540 : 	H ..x.x	N ..xx.	40	6	24	22	15	61	7	22	23	3	41	37	xxx..	xxxxx	x	x	x
2541 : 	V .xxxx	D x..x.	41	7	25	23	16	1	8	23	24	4	42	38	.xxxx	x..x.	x	.	.
2542 : 	R .x.x.	+ xx.xx	1	8	26	24	17	2	9	23	24	4	42	38	...xx	x..x.	x	x	x
2543 : 	U xxx..	+ xx.xx	2	9	27	25	18	3	10	24	25	5	43	39	.x.xx	.xx..	x	.	x
2544 : 	A xx...	. ..x..	3	10	28	26	19	4	11	25	26	6	44	40	.xxx.	x..x.	.	x	x
2545 : 	V .xxxx	- xxxxx	4	11	29	1	20	5	11	26	27	7	45	41	x.x.x	..x.x	x	x	x
2546 : 	F x.xx.	- xxxxx	5	12	1	2	21	6	12	27	28	8	46	42	x...x	xx...	.	.	x
2547 : 	O ...xx	F x.xx.	6	13	2	3	22	7	12	28	29	9	47	43	x..xx	..xx.	x	.	x
2548 : 	S x.x..	O ...xx	7	14	3	4	23	8	13	29	30	10	48	44	xxxx.	.x..x	x	x	x
2549 : 	B x..xx	R .x.x.	8	15	4	5	1	9	14	30	31	11	49	45	..x..	xxx.x	.	.	.
2550 : 	. ..x..	S x.x..	9	16	5	6	2	10	14	30	31	11	49	45	.xx.x	xxx.x	.	.	x
2551 : 	S x.x..	C .xxx.	10	17	6	7	3	11	14	31	32	12	50	46	...x.	xx...	x	.	.
2552 : 	Z x...x	H ..x.x	11	18	7	8	4	12	15	31	32	12	50	46	.xx..	xx...	x	.	x
2553 : 	V .xxxx	U xxx..	12	19	8	9	5	13	16	32	33	13	51	47	xxxx.	.xx.x	.	x	x
2554 : 	N ..xx.	N ..xx.	13	20	9	10	6	14	16	33	34	14	52	48	x..xx	x..xx	.	x	x
2555 : 	+ xx.xx	G .x.xx	14	21	10	11	7	15	16	34	35	15	53	49	.....	x....	x	x	x
2556 : 	4 .x...	+ xx.xx	15	22	11	12	8	16	17	35	36	16	1	50	..x.x	x.xx.	x	.	x
2557 : 	Z x...x	+ xx.xx	16	23	12	13	9	17	18	36	37	17	2	51	.x.xx	....x	.	x	x
2558 : 	M ..xxx	. ..x..	17	24	13	14	10	18	18	37	38	18	3	52	.....	...xx	.	x	x
2559 : 	B x..xx	- xxxxx	18	25	14	15	11	19	18	38	39	19	4	53	x....	xxx..	.	x	x
2560 : 	/ .....	- xxxxx	19	26	15	16	12	20	18	39	40	20	5	54	...xx	xxx..	x	x	x
2561 : 	Q xxx.x	E x....	20	27	16	17	13	21	19	40	41	21	6	55	x.xx.	xx.xx	x	.	x
2562 : 	4 .x...	D x..x.	21	28	17	18	14	22	20	41	42	22	7	56	xxx..	..xx.	x	x	x
2563 : 	Q xxx.x	E x....	22	29	18	19	15	23	21	42	43	23	8	57	.xx..	....x	x	x	x
2564 : 	I .xx..	L .x..x	23	30	19	20	16	24	22	43	44	24	9	58	.x.xx	.xxx.	.	x	x
2565 : 	+ xx.xx	G .x.xx	24	31	20	21	17	25	22	1	45	25	10	59	x...x	....x	x	x	x
2566 : 	+ xx.xx	A xx...	25	1	21	22	18	26	23	2	46	26	11	1	.xx.x	.xxx.	.	.	x
2567 : 	W xx..x	R .x.x.	26	2	22	23	19	27	23	3	47	27	12	2	.xxx.	xxx.x	x	.	.
2568 : 	U xxx..	D x..x.	27	3	23	24	20	28	24	3	47	27	12	2	x..xx	xxx.x	x	x	x
2569 : 	R .x.x.	+ xx.xx	28	4	24	25	21	29	25	4	1	28	13	3	x.xxx	..xx.	.	.	x
2570 : 	T ....x	+ xx.xx	29	5	25	26	22	30	25	5	2	29	14	4	.xxxx	x.x.x	x	.	x
2571 : 	F x.xx.	. ..x..	30	6	26	1	23	31	26	6	3	30	15	5	xx...	.x.x.	x	x	x
2572 : 	N ..xx.	- xxxxx	31	7	27	2	1	32	27	7	4	31	16	6	.x...	x...x	.	.	.
2573 : 	W xx..x	- xxxxx	32	8	28	3	2	33	27	7	4	31	16	6	x.xxx	x...x	.	.	.
2574 : 	U xxx..	B x..xx	33	9	29	4	3	34	27	7	4	31	16	6	xxxx.	x...x	.	.	x
2575 : 	K xxxx.	U xxx..	34	10	1	5	4	35	27	8	5	32	17	7	.x...	.x.x.	x	.	.
2576 : 	B x..xx	L .x..x	35	11	2	6	5	36	28	8	5	32	17	7	x....	.x.x.	x	x	x
2577 : 	W xx..x	M ..xxx	36	12	3	7	6	37	29	9	6	33	18	8	..xxx	xx..x	.	.	x
2578 : 	R .x.x.	A xx...	37	13	4	8	7	38	29	10	7	34	19	9	x.x..	..xx.	.	.	x
2579 : 	H ..x.x	H ..x.x	38	14	5	9	8	39	29	11	8	35	20	10	xxxxx	xxxxx	.	.	x
2580 : 	E x....	N ..xx.	39	15	6	10	9	40	29	12	9	36	21	11	x..xx	..x.x	.	.	.
2581 : 	3 ...x.	+ xx.xx	40	16	7	11	10	41	29	12	9	36	21	11	xxx..	..x.x	x	.	x
2582 : 	Y x.x.x	+ xx.xx	41	17	8	12	11	42	30	13	10	37	22	12	..x..	.x.x.	x	x	x
2583 : 	- xxxxx	. ..x..	1	18	9	13	12	43	31	14	11	38	23	13	.x.xx	x....	x	.	x
2584 : 	- xxxxx	- xxxxx	2	19	10	14	13	44	32	15	12	39	24	14	.x...	.x...	x	x	x
2585 : 	K xxxx.	- xxxxx	3	20	11	15	14	45	33	16	13	40	25	15	..x..	..x.x	.	.	.
2586 : 	G .x.xx	U xxx..	4	21	12	16	15	46	33	16	13	40	25	15	x..x.	..x.x	x	.	x
2587 : 	U xxx..	B x..xx	5	22	13	17	16	47	34	17	14	41	26	16	x..xx	xxx..	x	x	x
2588 : 	C .xxx.	E x....	6	23	14	18	17	48	35	18	15	42	27	17	xx..x	..xxx	.	.	x
2589 : 	T ....x	R .x.x.	7	24	15	19	18	49	35	19	16	43	28	18	x...x	xx.x.	.	.	.
2590 : 	J xx.x.	N ..xx.	8	25	16	20	19	50	35	19	16	43	28	18	..xx.	xx.x.	x	.	x
2591 : 	D x..x.	O ...xx	9	26	17	21	20	51	36	20	17	44	29	19	..x.x	x.x..	x	x	x
2592 : 	V .xxxx	M ..xxx	10	27	18	22	21	52	37	21	18	45	30	20	..x.x	.xx.x	.	.	x
2593 : 	X x.xxx	M ..xxx	11	28	19	23	22	53	37	22	19	46	31	21	.x.xx	xx.xx	.	.	x
2594 : 	W xx..x	E x....	12	29	20	24	23	54	37	23	20	47	32	22	xx.x.	x..xx	.	.	.
2595 : 	G .x.xx	N ..xx.	13	30	21	25	1	55	37	23	20	47	32	22	xxxx.	x..xx	x	.	.
2596 : 	V .xxxx	+ xx.xx	14	31	22	26	2	56	1	23	20	47	32	22	..xxx	x..xx	x	x	x
2597 : 	X x.xxx	+ xx.xx	15	1	23	1	3	57	2	24	21	48	33	23	.x...	..x..	.	.	x
2598 : 	D x..x.	M ..xxx	16	2	24	2	4	58	2	25	22	49	34	24	.xx..	xx..x	.	.	.
2599 : 	+ xx.xx	. ..x..	17	3	25	3	5	59	2	25	22	49	34	24	..xx.	xx..x	.	.	.
2600 : 	Y x.x.x	- xxxxx	18	4	26	4	6	60	2	25	22	49	34	24	x..xx	xx..x	.	.	x
2601 : 	U xxx..	- xxxxx	19	5	27	5	7	61	2	26	23	50	35	25	.x...	.x.xx	x	.	x
2602 : 	K xxxx.	S x.x..	20	6	28	6	8	1	3	27	24	51	36	26	xxx.x	x.xxx	x	x	x
2603 : 	K xxxx.	I .xx..	21	7	29	7	9	2	4	28	25	1	37	27	xxxxx	.xx.x	x	x	x
2604 : 	D x..x.	E x....	22	8	1	8	10	3	5	29	26	2	38	28	.....	...x.	x	x	x
2605 : 	N ..xx.	+ xx.xx	23	9	2	9	11	4	6	30	27	3	39	29	.x.x.	x.xxx	.	.	x
2606 : 	- xxxxx	+ xx.xx	24	10	3	10	12	5	6	31	28	4	40	30	xxxxx	xx.xx	x	.	.
2607 : 	+ xx.xx	. ..x..	25	11	4	11	13	6	7	31	28	4	40	30	..x..	xx.xx	.	x	x
2608 : 	Q xxx.x	- xxxxx	26	12	5	12	14	7	7	32	29	5	41	31	..x..	..xx.	x	x	x
2609 : 	F x.xx.	- xxxxx	27	13	6	13	15	8	8	33	30	6	42	32	x..x.	xx.xx	x	.	x
2610 : 	. ..x..	H ..x.x	28	14	7	14	16	9	9	34	31	7	43	33	xxx.x	xxx..	.	x	x
2611 : 	M ..xxx	A xx...	29	15	8	15	17	10	9	35	32	8	44	34	..x.x	xx.x.	.	x	x
2612 : 	F x.xx.	T ....x	30	16	9	16	18	11	9	36	33	9	45	35	xx.xx	.xx..	x	x	x
2613 : 	W xx..x	+ xx.xx	31	17	10	17	19	12	10	37	34	10	46	36	...x.	.....	x	.	.
2614 : 	N ..xx.	+ xx.xx	32	18	11	18	20	13	11	37	34	10	46	36	xxx.x	.....	.	x	x
2615 : 	R .x.x.	. ..x..	33	19	12	19	21	14	11	38	35	11	47	37	xx..x	x.xxx	.	x	x
2616 : 	I .xx..	- xxxxx	34	20	13	20	22	15	11	39	36	12	48	38	...xx	x....	x	x	x
2617 : 	+ xx.xx	- xxxxx	35	21	14	21	23	16	12	40	37	13	49	39	x....	x.x..	x	.	x
2618 : 	D x..x.	D x..x.	36	22	15	22	1	17	13	41	38	14	50	40	.....	.....	.	x	x
2619 : 	J xx.x.	I .xx..	37	23	16	23	2	18	13	42	39	15	51	41	xxxxx	.x..x	.	x	x
2620 : 	4 .x...	E x....	38	24	17	24	3	19	13	43	40	16	52	42	x.xx.	.xxx.	.	x	x
2621 : 	H ..x.x	+ xx.xx	39	25	18	25	4	20	13	1	41	17	53	43	x.xx.	.x...	x	x	x
2622 : 	R .x.x.	+ xx.xx	40	26	19	26	5	21	14	2	42	18	1	44	x..x.	...xx	x	.	x
2623 : 	F x.xx.	3 ...x.	41	27	20	1	6	22	15	3	43	19	2	45	....x	x.x.x	x	.	x
2624 : 	W xx..x	+ xx.xx	1	28	21	2	7	23	16	4	44	20	3	46	.xx..	.xxx.	x	x	x
2625 : 	H ..x.x	+ xx.xx	2	29	22	3	8	24	17	5	45	21	4	47	.xxxx	x...x	.	.	.
2626 : 	D x..x.	4 .x...	3	30	23	4	9	25	17	5	45	21	4	47	.x.xx	x...x	x	.	.
2627 : 	T ....x	. ..x..	4	31	24	5	10	26	18	5	45	21	4	47	x.x..	x...x	.	x	x
2628 : 	C .xxx.	- xxxxx	5	1	25	6	11	27	18	6	46	22	5	48	xxx..	.xx.x	x	x	x
2629 : 	K xxxx.	- xxxxx	6	2	26	7	12	28	19	7	47	23	6	49	xx.xx	xx.x.	x	.	.
2630 : 	D x..x.	A xx...	7	3	27	8	13	29	20	7	47	23	6	49	x....	xx.x.	.	x	x
2631 : 	U xxx..	U xxx..	8	4	28	9	14	30	20	8	1	24	7	50	..xx.	..xx.	x	x	x
2632 : 	G .x.xx	S x.x..	9	5	29	10	15	31	21	9	2	25	8	51	.xxx.	x...x	x	x	x
2633 : 	D x..x.	S x.x..	10	6	1	11	16	32	22	10	3	26	9	52	.x..x	.xxxx	.	x	x
2634 : 	U xxx..	T ....x	11	7	2	12	17	33	22	11	4	27	10	53	.x..x	x.x..	.	x	x
2635 : 	L .x..x	E x....	12	8	3	13	18	34	22	12	5	28	11	54	x.xxx	.xxx.	.	x	x
2636 : 	A xx...	L .x..x	13	9	4	14	19	35	22	13	6	29	12	55	xxx..	.xx.x	x	x	x
2637 : 	F x.xx.	L .x..x	14	10	5	15	20	36	23	14	7	30	13	56	.xx.x	x..x.	x	.	.
2638 : 	P .xx.x	U xxx..	15	11	6	16	21	37	24	14	7	30	13	56	...xx	x..x.	.	x	x
2639 : 	4 .x...	N ..xx.	16	12	7	17	22	38	24	15	8	31	14	57	..xxx	.x..x	.	x	x
2640 : 	P .xx.x	G .x.xx	17	13	8	18	23	39	24	16	9	32	15	58	..x..	...x.	.	x	x
2641 : 	J xx.x.	+ xx.xx	18	14	9	19	1	40	24	17	10	33	16	59	xx...	xx..x	.	x	x
2642 : 	K xxxx.	+ xx.xx	19	15	10	20	2	41	24	18	11	34	17	1	...xx	..xx.	x	x	x
2643 : 	H ..x.x	. ..x..	20	16	11	21	3	42	25	19	12	35	18	2	xxx..	xxx.x	x	.	x
2644 : 	W xx..x	- xxxxx	21	17	12	22	4	43	26	20	13	36	19	3	x....	x.xx.	x	x	x
2645 : 	K xxxx.	- xxxxx	22	18	13	23	5	44	27	21	14	37	20	4	.x.x.	.x.xx	x	.	x
2646 : 	O ...xx	A xx...	23	19	14	24	6	45	28	22	15	38	21	5	.x.xx	x....	.	x	x
2647 : 	V .xxxx	N ..xx.	24	20	15	25	7	46	28	23	16	39	22	6	x..x.	xx.xx	x	x	x
2648 : 	R .x.x.	L .x..x	25	21	16	26	8	47	29	24	17	40	23	7	..xxx	..x..	x	.	x
2649 : 	/ .....	A xx...	26	22	17	1	9	48	30	25	18	41	24	8	..x.x	xxx.x	.	x	x
2650 : 	. ..x..	S x.x..	27	23	18	2	10	49	30	26	19	42	25	9	xxx..	.xx..	.	x	x
2651 : 	X x.xxx	S x.x..	28	24	19	3	11	50	30	27	20	43	26	10	x..x.	x...x	x	x	x
2652 : 	P .xx.x	L .x..x	29	25	20	4	12	51	31	28	21	44	27	11	...xx	..xxx	x	.	x
2653 : 	F x.xx.	I .xx..	30	26	21	5	13	52	32	29	22	45	28	12	x.x..	.xxx.	.	x	x
2654 : 	D x..x.	C .xxx.	31	27	22	6	14	53	32	30	23	46	29	13	..x..	xx...	.	x	x
2655 : 	V .xxxx	H ..x.x	32	28	23	7	15	54	32	31	24	47	30	14	xx.x.	x....	.	x	x
2656 : 	L .x..x	+ xx.xx	33	29	24	8	16	55	32	32	25	48	31	15	xxx.x	.xxxx	x	x	x
2657 : 	N ..xx.	+ xx.xx	34	30	25	9	17	56	33	33	26	49	32	16	.xxxx	x..x.	x	.	.
2658 : 	H ..x.x	. ..x..	35	31	26	10	18	57	34	33	26	49	32	16	x..xx	x..x.	.	x	x
2659 : 	N ..xx.	- xxxxx	36	1	27	11	19	58	34	34	27	50	33	17	.x...	x...x	.	x	x
2660 : 	K xxxx.	- xxxxx	37	2	28	12	20	59	34	35	28	51	34	18	xxx.x	xxx..	.	x	x
2661 : 	O ...xx	D x..x.	38	3	29	13	21	60	34	36	29	1	35	19	x.xxx	..xx.	.	x	x
2662 : 	R .x.x.	E x....	39	4	1	14	22	61	34	37	30	2	36	20	x...x	.x.xx	x	x	x
2663 : 	V .xxxx	R .x.x.	40	5	2	15	23	1	35	38	31	3	37	21	xx...	xxx.x	x	.	x
2664 : 	C .xxx.	+ xx.xx	41	6	3	16	1	2	36	39	32	4	38	22	.xxx.	xx.xx	x	x	x
2665 : 	R .x.x.	+ xx.xx	1	7	4	17	2	3	37	40	33	5	39	23	.xxxx	xxxx.	x	.	.
2666 : 	K xxxx.	. ..x..	2	8	5	18	3	4	1	40	33	5	39	23	..x..	xxxx.	.	x	x
2667 : 	+ xx.xx	E x....	3	9	6	19	4	5	1	41	34	6	40	24	.x...	...xx	x	x	x
2668 : 	K xxxx.	M ..xxx	4	10	7	20	5	6	2	42	35	7	41	25	xxxx.	..xxx	.	.	.
2669 : 	L .x..x	+ xx.xx	5	11	8	21	6	7	2	42	35	7	41	25	x.x.x	..xxx	x	.	.
2670 : 	I .xx..	+ xx.xx	6	12	9	22	7	8	3	42	35	7	41	25	x....	..xxx	x	x	x
2671 : 	S x.x..	. ..x..	7	13	10	23	8	9	4	43	36	8	42	26	x..xx	...xx	.	x	x
2672 : 	Y x.x.x	- xxxxx	8	14	11	24	9	10	4	1	37	9	43	27	.xxxx	..x.x	.	x	x
2673 : 	- xxxxx	- xxxxx	9	15	12	25	10	11	4	2	38	10	44	28	...x.	...x.	x	x	x
2674 : 	C .xxx.	W xx..x	10	16	13	26	11	12	5	3	39	11	45	29	.x.x.	xxx.x	x	x	x
2675 : 	J xx.x.	D x..x.	11	17	14	1	12	13	6	4	40	12	46	30	....x	.x..x	.	.	.
2676 : 	+ xx.xx	R .x.x.	12	18	15	2	13	14	6	4	40	12	46	30	xx...	.x..x	.	.	x
2677 : 	- xxxxx	- xxxxx	13	19	16	3	14	15	6	5	41	13	47	31	xxxx.	xxxx.	x	.	.
2678 : 	F x.xx.	C .xxx.	14	20	17	4	15	16	7	5	41	13	47	31	..xx.	xxxx.	x	x	x
2679 : 	M ..xxx	O ...xx	15	21	18	5	16	17	8	6	42	14	48	32	..x.x	....x	.	.	x
2680 : 	F x.xx.	M ..xxx	16	22	19	6	17	18	8	7	43	15	49	33	....x	x....	.	.	x
2681 : 	R .x.x.	P .xx.x	17	23	20	7	18	19	8	8	44	16	50	34	.x.xx	.xx..	.	.	x
2682 : 	A xx...	U xxx..	18	24	21	8	19	20	8	9	45	17	51	35	x.x..	x....	x	.	.
2683 : 	F x.xx.	T ....x	19	25	22	9	20	21	9	9	45	17	51	35	..xxx	x....	x	x	x
2684 : 	L .x..x	E x....	20	26	23	10	21	22	10	10	46	18	52	36	x..xx	.x.x.	x	.	x
2685 : 	3 ...x.	R .x.x.	21	27	24	11	22	23	11	11	47	19	53	37	x.x.x	xxx.x	x	x	x
2686 : 	I .xx..	N ..xx.	22	28	25	12	23	24	12	12	1	20	1	38	.xx..	..xx.	.	.	x
2687 : 	D x..x.	A xx...	23	29	26	13	1	25	12	13	2	21	2	39	.x.x.	.....	x	.	.
2688 : 	X x.xxx	C .xxx.	24	30	27	14	2	26	13	13	2	21	2	39	xx..x	.....	.	x	x
2689 : 	- xxxxx	H ..x.x	25	31	28	15	3	27	13	14	3	22	3	40	..x..	xxxx.	x	x	x
2690 : 	C .xxx.	T ....x	26	1	29	16	4	28	14	15	4	23	4	41	.xxx.	....x	x	.	x
2691 : 	P .xx.x	+ xx.xx	27	2	1	17	5	29	15	16	5	24	5	42	xx.x.	.xx..	.	.	.
2692 : 	N ..xx.	+ xx.xx	28	3	2	18	6	30	15	16	5	24	5	42	x...x	.xx..	x	.	.
2693 : 	I .xx..	. ..x..	29	4	3	19	7	31	16	16	5	24	5	42	..x..	.xx..	x	x	x
2694 : 	J xx.x.	- xxxxx	30	5	4	20	8	32	17	17	6	25	6	43	xxxxx	xx.x.	.	.	x
2695 : 	Y x.x.x	- xxxxx	31	6	5	21	9	33	17	18	7	26	7	44	.xx.x	..xxx	.	.	.
2696 : 	B x..xx	I .xx..	32	7	6	22	10	34	17	18	7	26	7	44	xx...	..xxx	.	.	.
2697 : 	F x.xx.	M ..xxx	33	8	7	23	11	35	17	18	7	26	7	44	x.xx.	..xxx	x	.	.
2698 : 	B x..xx	+ xx.xx	34	9	8	24	12	36	18	18	7	26	7	44	.xxxx	..xxx	x	x	x
2699 : 	U xxx..	+ xx.xx	35	10	9	25	13	37	19	19	8	27	8	45	xx.x.	xxx.x	.	.	.
2700 : 	+ xx.xx	. ..x..	36	11	10	26	14	38	19	19	8	27	8	45	...x.	xxx.x	.	.	.
2701 : 	F x.xx.	- xxxxx	37	12	11	1	15	39	19	19	8	27	8	45	x.x..	xxx.x	.	.	x
2702 : 	A xx...	- xxxxx	38	13	12	2	16	40	19	20	9	28	9	46	x...x	x.xx.	.	.	x
2703 : 	B x..xx	H ..x.x	39	14	13	3	17	41	19	21	10	29	10	47	xx.xx	.xx.x	x	.	x
2704 : 	N ..xx.	N ..xx.	40	15	14	4	18	42	20	22	11	30	11	48	x..xx	x..xx	x	x	x
2705 : 	N ..xx.	F x.xx.	41	16	15	5	19	43	21	23	12	31	12	49	.x...	xx...	x	x	x
