Step 	Input 	Output 	K1 	K2 	K3 	K4 	K5 	M1 	M2 	S1 	S2 	S3 	S4 	S5 	Chi 	Psi 	M1 	M2 	TM 
1878 : 	G .x.xx	- xxxxx	34	20	1	13	21	5	36	22	45	13	13	25	...xx	x.xxx	x	x	x
1879 : 	J xx.x.	D x..x.	35	21	2	14	22	6	37	23	46	14	14	26	x...x	xx..x	.	.	x
1880 : 	- xxxxx	E x....	36	22	3	15	23	7	37	24	47	15	15	27	..x..	.x.xx	x	.	x
1881 : 	/ .....	R .x.x.	37	23	4	16	1	8	1	25	1	16	16	28	xxxx.	x.x..	x	x	x
1882 : 	V .xxxx	+ xx.xx	38	24	5	17	2	9	2	26	2	17	17	29	x.xxx	...xx	.	.	.
1883 : 	4 .x...	+ xx.xx	39	25	6	18	3	10	2	26	2	17	17	29	x....	...xx	.	.	x
1884 : 	L .x..x	. ..x..	40	26	7	19	4	11	2	27	3	18	18	30	x.x..	xx..x	x	.	x
1885 : 	- xxxxx	- xxxxx	41	27	8	20	5	12	3	28	4	19	19	31	..xx.	..xx.	x	x	x
1886 : 	W xx..x	- xxxxx	1	28	9	21	6	13	4	29	5	20	20	32	.x..x	.xxxx	.	x	x
1887 : 	4 .x...	A xx...	2	29	10	22	7	14	4	30	6	21	21	33	.x...	xx...	.	x	x
1888 : 	H ..x.x	U xxx..	3	30	11	23	8	15	4	31	7	22	22	34	.xxxx	x.xx.	x	x	x
1889 : 	V .xxxx	S x.x..	4	31	12	24	9	16	5	32	8	23	23	35	x..xx	.x...	x	x	x
1890 : 	J xx.x.	S x.x..	5	1	13	25	10	17	6	33	9	24	24	36	xx.x.	x.x..	.	.	x
1891 : 	3 ...x.	T ....x	6	2	14	26	11	18	6	34	10	25	25	37	xx.x.	xx..x	.	.	.
1892 : 	A xx...	E x....	7	3	15	1	12	19	6	34	10	25	25	37	x...x	xx..x	.	.	.
1893 : 	S x.x..	L .x..x	8	4	16	2	13	20	6	34	10	25	25	37	..x..	xx..x	x	.	x
1894 : 	B x..xx	L .x..x	9	5	17	3	14	21	7	35	11	26	26	38	.xxx.	x.x..	x	x	x
1895 : 	U xxx..	U xxx..	10	6	18	4	15	22	8	36	12	27	27	39	.xxx.	.xxx.	x	.	.
1896 : 	T ....x	N ..xx.	11	7	19	5	16	23	9	36	12	27	27	39	.x..x	.xxx.	x	x	x
1897 : 	U xxx..	G .x.xx	12	8	20	6	17	24	10	37	13	28	28	40	x...x	..xx.	.	.	.
1898 : 	P .xx.x	S x.x..	13	9	21	7	18	25	10	37	13	28	28	40	xxxxx	..xx.	x	.	x
1899 : 	Q xxx.x	I .xx..	14	10	22	8	19	26	11	38	14	29	29	41	.xx..	xxx.x	.	x	x
1900 : 	Y x.x.x	N ..xx.	15	11	23	9	20	27	11	39	15	30	30	42	...xx	x....	x	x	x
1901 : 	A xx...	H ..x.x	16	12	24	10	21	28	12	40	16	31	31	43	..xxx	xx.x.	x	.	x
1902 : 	K xxxx.	A xx...	17	13	25	11	22	29	13	41	17	32	32	44	..x.x	...xx	.	x	x
1903 : 	A xx...	L .x..x	18	14	26	12	23	30	13	42	18	33	33	45	xx...	.x..x	x	x	x
1904 : 	V .xxxx	T ....x	19	15	27	13	1	31	14	43	19	34	34	46	...x.	.xx..	x	.	.
1905 : 	T ....x	E x....	20	16	28	14	2	32	15	43	19	34	34	46	xxx.x	.xx..	.	.	x
1906 : 	4 .x...	+ xx.xx	21	17	29	15	3	33	15	1	20	35	35	47	x.x..	..xxx	.	.	.
1907 : 	F x.xx.	+ xx.xx	22	18	1	16	4	34	15	1	20	35	35	47	.x.x.	..xxx	.	.	x
1908 : 	G .x.xx	N ..xx.	23	19	2	17	5	35	15	2	21	36	36	48	.x.x.	..xxx	x	.	.
1909 : 	L .x..x	+ xx.xx	24	20	3	18	6	36	16	2	21	36	36	48	x.x.x	..xxx	x	x	x
1910 : 	M ..xxx	+ xx.xx	25	21	4	19	7	37	17	3	22	37	37	49	..x..	xx...	.	.	x
1911 : 	L .x..x	. ..x..	26	22	5	20	8	38	17	4	23	38	38	50	..xxx	.x.x.	.	.	x
1912 : 	Y x.x.x	- xxxxx	27	23	6	21	9	39	17	5	24	39	39	51	xx..x	x..xx	.	.	x
1913 : 	. ..x..	- xxxxx	28	24	7	22	10	40	17	6	25	40	40	52	x.x..	.xxxx	.	.	.
1914 : 	E x....	W xx..x	29	25	8	23	11	41	17	6	25	40	40	52	..xx.	.xxxx	x	.	x
1915 : 	L .x..x	I .xx..	30	26	9	24	12	42	18	7	26	41	41	53	x..xx	x.xx.	x	x	x
1916 : 	C .xxx.	R .x.x.	31	27	10	25	13	43	19	8	27	42	42	54	...x.	..xx.	x	.	x
1917 : 	U xxx..	+ xx.xx	32	28	11	26	14	44	20	9	28	43	43	55	xxxx.	xx..x	x	x	x
1918 : 	H ..x.x	+ xx.xx	33	29	12	1	15	45	21	10	29	44	44	56	xx...	..xx.	.	x	x
1919 : 	E x....	. ..x..	34	30	13	2	16	46	21	11	30	45	45	57	.x..x	xxx.x	x	x	x
1920 : 	. ..x..	- xxxxx	35	31	14	3	17	47	22	12	31	46	46	58	x..xx	.x...	x	x	x
1921 : 	- xxxxx	- xxxxx	36	1	15	4	18	48	23	13	32	47	47	59	.x.xx	.x.xx	.	.	x
1922 : 	P .xx.x	P .xx.x	37	2	16	5	19	49	23	14	33	48	48	1	xxx..	xxx..	.	.	.
1923 : 	O ...xx	R .x.x.	38	3	17	6	20	50	23	14	33	48	48	1	x.x.x	xxx..	x	.	.
1924 : 	B x..xx	A xx...	39	4	18	7	21	51	24	14	33	48	48	1	x.xxx	xxx..	x	x	x
1925 : 	I .xx..	S x.x..	40	5	19	8	22	52	25	15	34	49	49	2	xx..x	....x	.	.	x
1926 : 	J xx.x.	E x....	41	6	20	9	23	53	25	16	35	50	50	3	.x.x.	.....	.	.	.
1927 : 	4 .x...	N ..xx.	1	7	21	10	1	54	25	16	35	50	50	3	.xxx.	.....	.	.	.
1928 : 	. ..x..	T ....x	2	8	22	11	2	55	25	16	35	50	50	3	..x.x	.....	x	.	.
1929 : 	. ..x..	I .xx..	3	9	23	12	3	56	26	16	35	50	50	3	.x...	.....	x	x	x
1930 : 	+ xx.xx	E x....	4	10	24	13	4	57	27	17	36	51	51	4	xxxx.	x.x.x	.	.	.
1931 : 	G .x.xx	R .x.x.	5	11	25	14	5	58	27	17	36	51	51	4	x.x..	x.x.x	.	.	.
1932 : 	S x.x..	E x....	6	12	26	15	6	59	27	17	36	51	51	4	x...x	x.x.x	.	.	x
1933 : 	D x..x.	N ..xx.	7	13	27	16	7	60	27	18	37	1	52	5	x..x.	..xx.	.	.	x
1934 : 	H ..x.x	+ xx.xx	8	14	28	17	8	61	27	19	38	2	53	6	.xxxx	x...x	x	.	x
1935 : 	/ .....	+ xx.xx	9	15	29	18	9	1	28	20	39	3	1	7	..x.x	xxxx.	x	x	x
1936 : 	O ...xx	3 ...x.	10	16	1	19	10	2	29	21	40	4	2	8	.x...	.x..x	x	.	x
1937 : 	M ..xxx	+ xx.xx	11	17	2	20	11	3	30	22	41	5	3	9	...x.	xxxx.	x	x	x
1938 : 	X x.xxx	+ xx.xx	12	18	3	21	12	4	31	23	42	6	4	10	xxx.x	x...x	.	.	x
1939 : 	Z x...x	4 .x...	13	19	4	22	13	5	31	24	43	7	5	11	xxx..	..x.x	x	.	.
1940 : 	M ..xxx	. ..x..	14	20	5	23	14	6	32	24	43	7	5	11	..xx.	..x.x	.	x	x
1941 : 	M ..xxx	- xxxxx	15	21	6	24	15	7	32	25	44	8	6	12	...x.	xx.x.	x	x	x
1942 : 	K xxxx.	- xxxxx	16	22	7	25	16	8	33	26	45	9	7	13	..xxx	..xx.	x	.	x
1943 : 	H ..x.x	D x..x.	17	23	8	26	17	9	34	27	46	10	8	14	.xxxx	xx...	.	x	x
1944 : 	D x..x.	I .xx..	18	24	9	1	18	10	34	28	47	11	9	15	x...x	.xxxx	.	x	x
1945 : 	E x....	E x....	19	25	10	2	19	11	34	29	1	12	10	16	.....	.....	x	x	x
1946 : 	+ xx.xx	+ xx.xx	20	26	11	3	20	12	35	30	2	13	11	17	x.xxx	x.xxx	x	.	x
1947 : 	E x....	+ xx.xx	21	27	12	4	21	13	36	31	3	14	12	18	x..xx	xx...	.	x	x
1948 : 	V .xxxx	. ..x..	22	28	13	5	22	14	36	32	4	15	13	19	.x..x	...x.	.	x	x
1949 : 	R .x.x.	- xxxxx	23	29	14	6	23	15	36	33	5	16	14	20	.x...	xxx.x	x	x	x
1950 : 	K xxxx.	- xxxxx	24	30	15	7	1	16	37	34	6	17	15	21	xx.x.	xx.xx	x	.	.
1951 : 	+ xx.xx	H ..x.x	25	31	16	8	2	17	1	34	6	17	15	21	..x.x	xx.xx	.	x	x
1952 : 	B x..xx	I .xx..	26	1	17	9	3	18	1	35	7	18	16	22	.xxx.	x...x	.	x	x
1953 : 	+ xx.xx	G .x.xx	27	2	18	10	4	19	1	36	8	19	17	23	xxxx.	.xxx.	.	x	x
1954 : 	E x....	H ..x.x	28	3	19	11	5	20	1	37	9	20	18	24	x....	..x.x	x	x	x
1955 : 	+ xx.xx	T ....x	29	4	20	12	6	21	2	38	10	21	19	25	....x	xx.xx	x	.	x
1956 : 	W xx..x	E x....	30	5	21	13	7	22	3	39	11	22	20	26	xxxx.	x.xxx	x	x	x
1957 : 	J xx.x.	C .xxx.	31	6	22	14	8	23	4	40	12	23	21	27	.xx.x	xx..x	x	x	x
1958 : 	J xx.x.	H ..x.x	32	7	23	15	9	24	5	41	13	24	22	28	xx..x	..xx.	.	x	x
1959 : 	/ .....	- xxxxx	33	8	24	16	10	25	5	42	14	25	23	29	x.xx.	.x..x	x	x	x
1960 : 	+ xx.xx	E x....	34	9	25	17	11	26	6	43	15	26	24	30	.xxx.	..x.x	.	.	x
1961 : 	B x..xx	N ..xx.	35	10	26	18	12	27	6	1	16	27	25	31	xx..x	.xx..	x	.	.
1962 : 	P .xx.x	T ....x	36	11	27	19	13	28	7	1	16	27	25	31	.....	.xx..	x	x	x
1963 : 	R .x.x.	W xx..x	37	12	28	20	14	29	8	2	17	28	26	32	x.xx.	..x.x	.	.	x
1964 : 	N ..xx.	I .xx..	38	13	29	21	15	30	8	3	18	29	27	33	x.x..	xxxx.	x	.	x
1965 : 	Q xxx.x	C .xxx.	39	14	1	22	16	31	9	4	19	30	28	34	xx..x	.x.x.	x	x	x
1966 : 	Q xxx.x	K xxxx.	40	15	2	23	17	32	10	5	20	31	29	35	x..xx	x....	.	.	.
1967 : 	F x.xx.	L .x..x	41	16	3	24	18	33	10	5	20	31	29	35	.xxxx	x....	.	.	x
1968 : 	J xx.x.	U xxx..	1	17	4	25	19	34	10	6	21	32	30	36	..xx.	.....	.	.	.
1969 : 	L .x..x	N ..xx.	2	18	5	26	20	35	10	6	21	32	30	36	.xxxx	.....	x	.	x
1970 : 	W xx..x	G .x.xx	3	19	6	1	21	36	11	7	22	33	31	37	.x..x	xx.xx	x	x	x
1971 : 	/ .....	+ xx.xx	4	20	7	2	22	37	12	8	23	34	32	38	x.x.x	.xxx.	.	.	.
1972 : 	O ...xx	+ xx.xx	5	21	8	3	23	38	12	8	23	34	32	38	x.xx.	.xxx.	.	.	x
1973 : 	3 ...x.	. ..x..	6	22	9	4	1	39	12	9	24	35	33	39	x..x.	x.x..	.	.	x
1974 : 	R .x.x.	- xxxxx	7	23	10	5	2	40	12	10	25	36	34	40	xx..x	.xx..	.	.	x
1975 : 	4 .x...	- xxxxx	8	24	11	6	3	41	12	11	26	37	35	41	..x..	x..xx	x	.	.
1976 : 	F x.xx.	M ..xxx	9	25	12	7	4	42	13	11	26	37	35	41	...x.	x..xx	x	x	x
1977 : 	C .xxx.	I .xx..	10	26	13	8	5	43	14	12	27	38	36	42	.....	...x.	x	.	x
1978 : 	R .x.x.	T ....x	11	27	14	9	6	44	15	13	28	39	37	43	...xx	.x...	x	.	x
1979 : 	F x.xx.	+ xx.xx	12	28	15	10	7	45	16	14	29	40	38	44	xx.x.	x.xxx	.	x	x
1980 : 	L .x..x	+ xx.xx	13	29	16	11	8	46	16	15	30	41	39	45	xxx.x	.xxxx	x	x	x
1981 : 	M ..xxx	. ..x..	14	30	17	12	9	47	17	16	31	42	40	46	.xx.x	.xxx.	x	.	.
1982 : 	X x.xxx	- xxxxx	15	31	18	13	10	48	18	16	31	42	40	46	..xx.	.xxx.	.	x	x
1983 : 	I .xx..	- xxxxx	16	1	19	14	11	49	18	17	32	43	41	47	.x...	xx.xx	.	x	x
1984 : 	O ...xx	H ..x.x	17	2	20	15	12	50	18	18	33	44	42	48	.x..x	.xxxx	x	x	x
1985 : 	C .xxx.	I .xx..	18	3	21	16	13	51	19	19	34	45	43	49	x.xx.	x.x..	x	.	.
1986 : 	+ xx.xx	L .x..x	19	4	22	17	14	52	20	19	34	45	43	49	..xx.	x.x..	.	x	x
1987 : 	U xxx..	F x.xx.	20	5	23	18	15	53	20	20	35	46	44	50	xx...	x..x.	.	x	x
1988 : 	I .xx..	E x....	21	6	24	19	16	54	20	21	36	47	45	51	xxx.x	....x	.	x	x
1989 : 	T ....x	+ xx.xx	22	7	25	20	17	55	20	22	37	48	46	52	.xxxx	x.x.x	x	x	x
1990 : 	4 .x...	+ xx.xx	23	8	26	21	18	56	21	23	38	49	47	53	....x	x..x.	x	x	x
1991 : 	S x.x..	. ..x..	24	9	27	22	19	57	22	24	39	50	48	54	xx...	.x...	.	x	x
1992 : 	P .xx.x	- xxxxx	25	10	28	23	20	58	22	25	40	51	49	55	.xxxx	xxx.x	.	x	x
1993 : 	S x.x..	- xxxxx	26	11	29	24	21	59	22	26	41	1	50	56	..xxx	.xx..	.	x	x
1994 : 	P .xx.x	V .xxxx	27	12	1	25	22	60	22	27	42	2	51	57	x..xx	x...x	.	x	x
1995 : 	X x.xxx	O ...xx	28	13	2	26	23	61	22	28	43	3	52	58	x..x.	..xx.	x	x	x
1996 : 	O ...xx	N ..xx.	29	14	3	1	1	1	23	29	44	4	53	59	.xx..	.x..x	x	.	x
1997 : 	A xx...	+ xx.xx	30	15	4	2	2	2	24	30	45	5	1	1	x.x.x	x.xx.	x	x	x
1998 : 	I .xx..	+ xx.xx	31	16	5	3	3	3	25	31	46	6	2	2	.xxx.	xx..x	x	.	x
1999 : 	A xx...	. ..x..	32	17	6	4	4	4	26	32	47	7	3	3	x..x.	.xxx.	.	x	x
2000 : 	D x..x.	- xxxxx	33	18	7	5	5	5	26	33	1	8	4	4	xxx..	x...x	x	x	x
2001 : 	N ..xx.	- xxxxx	34	19	8	6	6	6	27	34	2	9	5	5	.xx.x	x.x..	.	.	.
2002 : 	O ...xx	H ..x.x	35	20	9	7	7	7	27	34	2	9	5	5	x..x.	x.x..	x	.	.
2003 : 	W xx..x	I .xx..	36	21	10	8	8	8	28	34	2	9	5	5	....x	x.x..	x	x	x
2004 : 	M ..xxx	G .x.xx	37	22	11	9	9	9	29	35	3	10	6	6	x.xxx	xx.xx	.	.	x
2005 : 	W xx..x	H ..x.x	38	23	12	10	10	10	29	36	4	11	7	7	xx.x.	..xx.	.	.	x
2006 : 	A xx...	T ....x	39	24	13	11	11	11	29	37	5	12	8	8	x....	.x..x	x	.	.
2007 : 	4 .x...	E x....	40	25	14	12	12	12	30	37	5	12	8	8	x...x	.x..x	x	x	x
2008 : 	D x..x.	C .xxx.	41	26	15	13	13	13	31	38	6	13	9	9	...x.	xxxx.	.	.	x
2009 : 	E x....	H ..x.x	1	27	16	14	14	14	31	39	7	14	10	10	..x..	x...x	.	.	x
2010 : 	B x..xx	. ..x..	2	28	17	15	15	15	31	40	8	15	11	11	.xx..	xx.xx	x	.	x
2011 : 	E x....	+ xx.xx	3	29	18	16	16	16	32	41	9	16	12	12	.xxxx	..x..	x	x	x
2012 : 	R .x.x.	+ xx.xx	4	30	19	17	17	17	33	42	10	17	13	13	xx.xx	.x.x.	.	.	.
2013 : 	- xxxxx	. ..x..	5	31	20	18	18	18	33	42	10	17	13	13	x...x	.x.x.	.	.	.
2014 : 	L .x..x	- xxxxx	6	1	21	19	19	19	33	42	10	17	13	13	xxx..	.x.x.	.	.	x
2015 : 	/ .....	- xxxxx	7	2	22	20	20	20	33	43	11	18	14	14	xxxxx	.....	x	.	.
2016 : 	B x..xx	D x..x.	8	3	23	21	21	21	34	43	11	18	14	14	....x	.....	x	x	x
2017 : 	D x..x.	A xx...	9	4	24	22	22	22	35	1	12	19	15	15	..x.x	.xxxx	x	.	x
2018 : 	P .xx.x	M ..xxx	10	5	25	23	23	23	36	2	13	20	16	16	.xxx.	..x..	x	x	x
2019 : 	Q xxx.x	I .xx..	11	6	26	24	1	24	37	3	14	21	17	17	.x.x.	xx.xx	.	.	.
2020 : 	T ....x	T ....x	12	7	27	25	2	25	37	3	14	21	17	17	xx.xx	xx.xx	x	.	.
2021 : 	F x.xx.	+ xx.xx	13	8	28	26	3	26	1	3	14	21	17	17	x.xx.	xx.xx	.	x	x
2022 : 	B x..xx	+ xx.xx	14	9	29	1	4	27	1	4	15	22	18	18	.xx..	..x..	x	x	x
2023 : 	F x.xx.	. ..x..	15	10	1	2	5	28	2	5	16	23	19	19	.x...	xx.x.	x	.	.
2024 : 	N ..xx.	- xxxxx	16	11	2	3	6	29	3	5	16	23	19	19	...xx	xx.x.	.	x	x
2025 : 	K xxxx.	- xxxxx	17	12	3	4	7	30	3	6	17	24	20	20	..xx.	..xxx	x	x	x
2026 : 	A xx...	S x.x..	18	13	4	5	8	31	4	7	18	25	21	21	x.x.x	xx..x	x	x	x
2027 : 	V .xxxx	P .xx.x	19	14	5	6	9	32	5	8	19	26	22	22	.xx.x	.xxxx	.	x	x
2028 : 	I .xx..	R .x.x.	20	15	6	7	10	33	5	9	20	27	23	23	x..x.	x.x..	.	x	x
2029 : 	L .x..x	E x....	21	16	7	8	11	34	5	10	21	28	24	24	xxx..	..x.x	.	x	x
2030 : 	S x.x..	C .xxx.	22	17	8	9	12	35	5	11	22	29	25	25	..xxx	xxx.x	x	x	x
2031 : 	N ..xx.	H ..x.x	23	18	9	10	13	36	6	12	23	30	26	26	.x.x.	.x..x	x	.	x
2032 : 	G .x.xx	E x....	24	19	10	11	14	37	7	13	24	31	27	27	xx...	...xx	.	x	x
2033 : 	A xx...	N ..xx.	25	20	11	12	15	38	7	14	25	32	28	28	..x..	xx.x.	.	x	x
2034 : 	W xx..x	+ xx.xx	26	21	12	13	16	39	7	15	26	33	29	29	...xx	....x	.	x	x
2035 : 	V .xxxx	+ xx.xx	27	22	13	14	17	40	7	16	27	34	30	30	x...x	..x.x	.	x	x
2036 : 	O ...xx	. ..x..	28	23	14	15	18	41	7	17	28	35	31	31	xx..x	xxxx.	x	x	x
2037 : 	J xx.x.	- xxxxx	29	24	15	16	19	42	8	18	29	36	32	32	...x.	..xxx	x	.	.
2038 : 	V .xxxx	- xxxxx	30	25	16	17	20	43	9	18	29	36	32	32	x.xxx	..xxx	x	x	x
2039 : 	. ..x..	W xx..x	31	26	17	18	21	44	10	19	30	37	33	33	..x.x	xx...	x	.	x
2040 : 	T ....x	I .xx..	32	27	18	19	22	45	11	20	31	38	34	34	x.x.x	xx...	.	x	x
2041 : 	J xx.x.	R .x.x.	33	28	19	20	23	46	11	21	32	39	35	35	xx.x.	.x.x.	x	x	x
2042 : 	P .xx.x	+ xx.xx	34	29	20	21	1	47	12	22	33	40	36	36	.x...	xxxx.	x	.	.
2043 : 	A xx...	+ xx.xx	35	30	21	22	2	48	13	22	33	40	36	36	xxx.x	xxxx.	.	x	x
2044 : 	X x.xxx	. ..x..	36	31	22	23	3	49	13	23	34	41	37	37	..xx.	x.x.x	.	x	x
2045 : 	O ...xx	- xxxxx	37	1	23	24	4	50	13	24	35	42	38	38	xx.x.	..xx.	x	x	x
2046 : 	B x..xx	- xxxxx	38	2	24	25	5	51	14	25	36	43	39	39	xxxx.	x..x.	x	.	.
2047 : 	Z x...x	S x.x..	39	3	25	26	6	52	15	25	36	43	39	39	x.xxx	x..x.	.	.	.
2048 : 	T ....x	O ...xx	40	4	26	1	7	53	15	25	36	43	39	39	x....	x..x.	.	.	x
2049 : 	F x.xx.	W xx..x	41	5	27	2	8	54	15	26	37	44	40	40	.x..x	..xx.	.	.	x
2050 : 	+ xx.xx	O ...xx	1	6	28	3	9	55	15	27	38	45	41	41	.xxxx	x.xxx	x	.	.
2051 : 	U xxx..	H ..x.x	2	7	29	4	10	56	16	27	38	45	41	41	.xxx.	x.xxx	x	x	x
2052 : 	O ...xx	L .x..x	3	8	1	5	11	57	17	28	39	46	42	42	.....	.x.x.	.	.	.
2053 : 	4 .x...	+ xx.xx	4	9	2	6	12	58	17	28	39	46	42	42	xx..x	.x.x.	.	.	x
2054 : 	P .xx.x	+ xx.xx	5	10	3	7	13	59	17	29	40	47	43	43	xxxx.	.x...	.	.	.
2055 : 	K xxxx.	3 ...x.	6	11	4	8	14	60	17	29	40	47	43	43	x.x..	.x...	.	.	.
2056 : 	H ..x.x	+ xx.xx	7	12	5	9	15	61	17	29	40	47	43	43	x.xx.	.x...	x	.	x
2057 : 	M ..xxx	+ xx.xx	8	13	6	10	16	1	18	30	41	48	44	44	...xx	xxxxx	x	x	x
2058 : 	S x.x..	4 .x...	9	14	7	11	17	2	19	31	42	49	45	45	.xx.x	x...x	x	.	x
2059 : 	T ....x	. ..x..	10	15	8	12	18	3	20	32	43	50	46	46	..x.x	.....	x	x	x
2060 : 	R .x.x.	- xxxxx	11	16	9	13	19	4	21	33	44	51	47	47	.x.x.	xxxxx	.	x	x
2061 : 	+ xx.xx	- xxxxx	12	17	10	14	20	5	21	34	45	1	48	48	x...x	x.x.x	x	x	x
2062 : 	I .xx..	L .x..x	13	18	11	15	21	6	22	35	46	2	49	49	xxx.x	xx...	.	x	x
2063 : 	- xxxxx	A xx...	14	19	12	16	22	7	22	36	47	3	50	50	.x.xx	.xx..	x	x	x
2064 : 	V .xxxx	I .xx..	15	20	13	17	23	8	23	37	1	4	51	51	...x.	....x	x	.	.
2065 : 	Z x...x	E x....	16	21	14	18	1	9	24	37	1	4	51	51	.....	....x	.	x	x
2066 : 	E x....	N ..xx.	17	22	15	19	2	10	24	38	2	5	52	52	....x	x.xxx	.	x	x
2067 : 	Q xxx.x	+ xx.xx	18	23	16	20	3	11	24	39	3	6	53	53	xxxx.	xx...	x	x	x
2068 : 	L .x..x	+ xx.xx	19	24	17	21	4	12	25	40	4	7	1	54	..x..	x.xx.	x	.	.
2069 : 	N ..xx.	. ..x..	20	25	18	22	5	13	26	40	4	7	1	54	x.x..	x.xx.	.	x	x
2070 : 	H ..x.x	- xxxxx	21	26	19	23	6	14	26	41	5	8	2	55	x..xx	.x..x	.	x	x
2071 : 	B x..xx	- xxxxx	22	27	20	24	7	15	26	42	6	9	3	56	...x.	.xxx.	x	x	x
2072 : 	F x.xx.	A xx...	23	28	21	25	8	16	27	43	7	10	4	57	.xxxx	....x	x	.	x
2073 : 	J xx.x.	L .x..x	24	29	22	26	9	17	28	1	8	11	5	58	xxxxx	.xx..	.	x	x
2074 : 	- xxxxx	S x.x..	25	30	23	1	10	18	28	2	9	12	6	59	.x...	...xx	.	x	x
2075 : 	T ....x	+ xx.xx	26	31	24	2	11	19	28	3	10	13	7	1	..x..	xxxx.	.	x	x
2076 : 	H ..x.x	+ xx.xx	27	1	25	3	12	20	28	4	11	14	8	2	xxxxx	....x	x	x	x
2077 : 	. ..x..	. ..x..	28	2	26	4	13	21	29	5	12	15	9	3	xx.x.	xx.x.	x	.	.
2078 : 	H ..x.x	- xxxxx	29	3	27	5	14	22	30	5	12	15	9	3	.....	xx.x.	x	x	x
2079 : 	C .xxx.	- xxxxx	30	4	28	6	15	23	31	6	13	16	10	4	x.x..	..x.x	x	.	x
2080 : 	P .xx.x	A xx...	31	5	29	7	16	24	32	7	14	17	11	5	.xxxx	xx.x.	.	x	x
2081 : 	. ..x..	U xxx..	32	6	1	8	17	25	32	8	15	18	12	6	xx..x	....x	x	x	x
2082 : 	G .x.xx	C .xxx.	33	7	2	9	18	26	33	9	16	19	13	7	xx.xx	xxxx.	.	.	.
2083 : 	Q xxx.x	H ..x.x	34	8	3	10	19	27	33	9	16	19	13	7	..xx.	xxxx.	x	.	.
2084 : 	A xx...	+ xx.xx	35	9	4	11	20	28	34	9	16	19	13	7	xxx.x	xxxx.	x	x	x
2085 : 	B x..xx	+ xx.xx	36	10	5	12	21	29	35	10	17	20	14	8	.xx.x	..x.x	.	.	.
2086 : 	D x..x.	. ..x..	37	11	6	13	22	30	35	10	17	20	14	8	x..xx	..x.x	x	.	.
2087 : 	C .xxx.	- xxxxx	38	12	7	14	23	31	36	10	17	20	14	8	x.x..	..x.x	x	x	x
2088 : 	Z x...x	- xxxxx	39	13	8	15	1	32	37	11	18	21	15	9	x.x..	xx.x.	.	.	x
2089 : 	Z x...x	M ..xxx	40	14	9	16	2	33	37	12	19	22	16	10	xx.xx	.xx.x	.	.	x
2090 : 	P .xx.x	I .xx..	41	15	10	17	3	34	37	13	20	23	17	11	...x.	...xx	.	.	.
2091 : 	C .xxx.	T ....x	1	16	11	18	4	35	37	13	20	23	17	11	.xx..	...xx	x	.	x
2092 : 	I .xx..	A xx...	2	17	12	19	5	36	1	14	21	24	18	12	.....	x.x..	x	x	x
2093 : 	G .x.xx	R .x.x.	3	18	13	20	6	37	2	15	22	25	19	13	.x.xx	.x.x.	.	.	x
2094 : 	H ..x.x	B x..xx	4	19	14	21	7	38	2	16	23	26	20	14	xx...	.xxx.	.	.	.
2095 : 	V .xxxx	E x....	5	20	15	22	8	39	2	16	23	26	20	14	x...x	.xxx.	.	.	.
2096 : 	Y x.x.x	I .xx..	6	21	16	23	9	40	2	16	23	26	20	14	x.xxx	.xxx.	.	.	x
2097 : 	3 ...x.	T ....x	7	22	17	24	10	41	2	17	24	27	21	15	x.xx.	x.x.x	x	.	x
2098 : 	E x....	E x....	8	23	18	25	11	42	3	18	25	28	22	16	.xxx.	.xxx.	x	x	x
2099 : 	U xxx..	R .x.x.	9	24	19	26	12	43	4	19	26	29	23	17	...xx	x.x.x	x	x	x
2100 : 	G .x.xx	+ xx.xx	10	25	20	1	13	44	5	20	27	30	24	18	.....	x....	x	x	x
2101 : 	X x.xxx	+ xx.xx	11	26	21	2	14	45	6	21	28	31	25	19	..x..	.x...	.	.	x
2102 : 	O ...xx	. ..x..	12	27	22	3	15	46	6	22	29	32	26	20	x.xx.	x...x	x	.	x
2103 : 	- xxxxx	- xxxxx	13	28	23	4	16	47	7	23	30	33	27	21	xx.xx	xx.xx	x	x	x
2104 : 	Q xxx.x	- xxxxx	14	29	24	5	17	48	8	24	31	34	28	22	.xx.x	.xxxx	.	.	.
2105 : 	C .xxx.	I .xx..	15	30	25	6	18	49	8	24	31	34	28	22	.xx.x	.xxxx	.	.	.
2106 : 	G .x.xx	N ..xx.	16	31	26	7	19	50	8	24	31	34	28	22	...x.	.xxxx	x	.	.
2107 : 	Q xxx.x	+ xx.xx	17	1	27	8	20	51	9	24	31	34	28	22	.x..x	.xxxx	x	x	x
2108 : 	A xx...	+ xx.xx	18	2	28	9	21	52	10	25	32	35	29	23	xxxxx	xxx..	.	.	.
2109 : 	- xxxxx	. ..x..	19	3	29	10	22	53	10	25	32	35	29	23	..xxx	xxx..	.	.	.
2110 : 	B x..xx	- xxxxx	20	4	1	11	23	54	10	25	32	35	29	23	x....	xxx..	.	.	x
2111 : 	R .x.x.	- xxxxx	21	5	2	12	1	55	10	26	33	36	30	24	xx...	.xx.x	x	.	x
2112 : 	+ xx.xx	M ..xxx	22	6	3	13	2	56	11	27	34	37	31	25	.xxxx	x..xx	x	x	x
