Step 	Input 	Output 	K1 	K2 	K3 	K4 	K5 	M1 	M2 	S1 	S2 	S3 	S4 	S5 	Chi 	Psi 	M1 	M2 	TM 
2370 : 	L .x..x	S x.x..	34	16	29	11	7	9	36	11	45	32	18	47	.xx..	x...x	.	x	x
2371 : 	W xx..x	O ...xx	35	17	1	12	8	10	36	12	46	33	19	48	x...x	.x.xx	.	x	x
2372 : 	V .xxxx	R .x.x.	36	18	2	13	9	11	36	13	47	34	20	49	.x.xx	.xxx.	x	x	x
2373 : 	O ...xx	G .x.xx	37	19	3	14	10	12	37	14	1	35	21	50	xxx..	x.x..	x	.	.
2374 : 	T ....x	T ....x	38	20	4	15	11	13	1	14	1	35	21	50	x.x..	x.x..	.	x	x
2375 : 	S x.x..	. ..x..	39	21	5	16	12	14	1	15	2	36	22	51	x.xxx	..xxx	.	x	x
2376 : 	/ .....	+ xx.xx	40	22	6	17	13	15	1	16	3	37	23	52	x..x.	.x..x	x	x	x
2377 : 	M ..xxx	+ xx.xx	41	23	7	18	14	16	2	17	4	38	24	53	.xx..	x....	x	.	x
2378 : 	4 .x...	. ..x..	1	24	8	19	15	17	3	18	5	39	25	54	..x..	.x...	.	x	x
2379 : 	T ....x	- xxxxx	2	25	9	20	16	18	3	19	6	40	26	55	...xx	xxx.x	.	x	x
2380 : 	4 .x...	- xxxxx	3	26	10	21	17	19	3	20	7	41	27	56	....x	x.xx.	.	x	x
2381 : 	R .x.x.	E x....	4	27	11	22	18	20	3	21	8	42	28	57	x.x.x	.xxxx	x	x	x
2382 : 	K xxxx.	S x.x..	5	28	12	23	19	21	4	22	9	43	29	58	xx.x.	x....	x	x	x
2383 : 	Q xxx.x	+ xx.xx	6	29	13	24	20	22	5	23	10	44	30	59	xx.xx	xxx.x	x	x	x
2384 : 	N ..xx.	+ xx.xx	7	30	14	25	21	23	6	24	11	45	31	1	xx.xx	..xx.	x	.	.
2385 : 	T ....x	. ..x..	8	31	15	26	22	24	7	24	11	45	31	1	...xx	..xx.	.	x	x
2386 : 	4 .x...	- xxxxx	9	1	16	1	23	25	7	25	12	46	32	2	.xx..	xx.xx	x	x	x
2387 : 	B x..xx	- xxxxx	10	2	17	2	1	26	8	26	13	47	33	3	.xx..	.....	.	.	.
2388 : 	G .x.xx	I .xx..	11	3	18	3	2	27	8	26	13	47	33	3	..xxx	.....	x	.	.
2389 : 	N ..xx.	S x.x..	12	4	19	4	3	28	9	26	13	47	33	3	x..x.	.....	x	x	x
2390 : 	. ..x..	T ....x	13	5	20	5	4	29	10	27	14	48	34	4	xx...	xxx.x	.	.	x
2391 : 	Y x.x.x	+ xx.xx	14	6	21	6	5	30	10	28	15	49	35	5	.xx..	...x.	x	.	.
2392 : 	F x.xx.	+ xx.xx	15	7	22	7	6	31	11	28	15	49	35	5	.xxxx	...x.	x	x	x
2393 : 	V .xxxx	. ..x..	16	8	23	8	7	32	12	29	16	50	36	6	.....	.x.xx	.	.	.
2394 : 	+ xx.xx	- xxxxx	17	9	24	9	8	33	12	29	16	50	36	6	.xxxx	.x.xx	.	.	x
2395 : 	S x.x..	- xxxxx	18	10	25	10	9	34	12	30	17	51	37	7	xxxxx	x.x..	.	.	.
2396 : 	. ..x..	E x....	19	11	26	11	10	35	12	30	17	51	37	7	.....	x.x..	x	.	.
2397 : 	4 .x...	I .xx..	20	12	27	12	11	36	13	30	17	51	37	7	x....	x.x..	x	x	x
2398 : 	C .xxx.	N ..xx.	21	13	28	13	12	37	14	31	18	1	38	8	x.xxx	xxxxx	.	.	x
2399 : 	Q xxx.x	+ xx.xx	22	14	29	14	13	38	14	32	19	2	39	9	.xx..	.x.x.	.	.	x
2400 : 	I .xx..	+ xx.xx	23	15	1	15	14	39	14	33	20	3	40	10	.....	x.xxx	.	.	.
2401 : 	L .x..x	. ..x..	24	16	2	16	15	40	14	33	20	3	40	10	xx.x.	x.xxx	.	.	x
2402 : 	G .x.xx	- xxxxx	25	17	3	17	16	41	14	34	21	4	41	11	..xxx	x..xx	x	.	.
2403 : 	T ....x	- xxxxx	26	18	4	18	17	42	15	34	21	4	41	11	.xx.x	x..xx	x	.	x
2404 : 	N ..xx.	H ..x.x	27	19	5	19	18	43	16	35	22	5	42	12	xxx.x	xxxx.	x	x	x
2405 : 	W xx..x	O ...xx	28	20	6	20	19	44	17	36	23	6	43	13	x..x.	.x...	x	.	.
2406 : 	O ...xx	C .xxx.	29	21	7	21	20	45	18	36	23	6	43	13	..x.x	.x...	.	x	x
2407 : 	F x.xx.	H ..x.x	30	22	8	22	21	46	18	37	24	7	44	14	x.x.x	..xx.	x	x	x
2408 : 	R .x.x.	A xx...	31	23	9	23	22	47	19	38	25	8	45	15	.x.xx	xx..x	x	.	x
2409 : 	A xx...	K xxxx.	32	24	10	24	23	48	20	39	26	9	46	16	x..x.	x.x..	.	x	x
2410 : 	. ..x..	T ....x	33	25	11	25	1	49	20	40	27	10	47	17	x.xx.	x..xx	.	x	x
2411 : 	B x..xx	U xxx..	34	26	12	26	2	50	20	41	28	11	48	18	...xx	.xx..	x	x	x
2412 : 	/ .....	E x....	35	27	13	1	3	51	21	42	29	12	49	19	x....	.....	x	x	x
2413 : 	I .xx..	L .x..x	36	28	14	2	4	52	22	43	30	13	50	20	.x...	.xx.x	.	x	x
2414 : 	J xx.x.	L .x..x	37	29	15	3	5	53	22	1	31	14	51	21	xx.x.	.x..x	.	x	x
2415 : 	. ..x..	E x....	38	30	16	4	6	54	22	2	32	15	52	22	xxxxx	.x.xx	.	x	x
2416 : 	U xxx..	S x.x..	39	31	17	5	7	55	22	3	33	16	53	23	x.x..	xxx..	x	x	x
2417 : 	H ..x.x	+ xx.xx	40	1	18	6	8	56	23	4	34	17	1	24	xxx.x	...xx	x	.	x
2418 : 	T ....x	+ xx.xx	41	2	19	7	9	57	24	5	35	18	2	25	.x.xx	x...x	.	x	x
2419 : 	H ..x.x	3 ...x.	1	3	20	8	10	58	24	6	36	19	3	26	.....	..xxx	.	x	x
2420 : 	4 .x...	+ xx.xx	2	4	21	9	11	59	24	7	37	20	4	27	..xx.	x.x.x	.	x	x
2421 : 	S x.x..	+ xx.xx	3	5	22	10	12	60	24	8	38	21	5	28	.xxxx	.....	.	x	x
2422 : 	V .xxxx	4 .x...	4	6	23	11	13	61	24	9	39	22	6	29	xx...	xxxxx	x	x	x
2423 : 	B x..xx	. ..x..	5	7	24	12	14	1	25	10	40	23	7	30	xxx..	.x.xx	x	.	.
2424 : 	3 ...x.	- xxxxx	6	8	25	13	15	2	26	10	40	23	7	30	x.xx.	.x.xx	x	x	x
2425 : 	J xx.x.	- xxxxx	7	9	26	14	16	3	27	11	41	24	8	31	xx..x	xxx..	x	.	x
2426 : 	T ....x	G .x.xx	8	10	27	15	17	4	28	12	42	25	9	32	.x..x	...xx	.	x	x
2427 : 	B x..xx	E x....	9	11	28	16	18	5	28	13	43	26	10	33	..xxx	..x..	x	x	x
2428 : 	G .x.xx	B x..xx	10	12	29	17	19	6	29	14	44	27	11	34	..xx.	xxxx.	.	.	x
2429 : 	L .x..x	I .xx..	11	13	1	18	20	7	29	15	45	28	12	35	....x	..x..	x	.	x
2430 : 	M ..xxx	E x....	12	14	2	19	21	8	30	16	46	29	13	36	xx..x	.xxx.	x	x	x
2431 : 	V .xxxx	T ....x	13	15	3	20	22	9	31	17	47	30	14	37	x.xxx	xx..x	.	.	.
2432 : 	C .xxx.	+ xx.xx	14	16	4	21	23	10	31	17	47	30	14	37	.xx..	xx..x	.	.	x
2433 : 	Q xxx.x	+ xx.xx	15	17	5	22	1	11	31	18	1	31	15	38	..x..	...x.	x	.	.
2434 : 	V .xxxx	N ..xx.	16	18	6	23	2	12	32	18	1	31	15	38	.x.xx	...x.	x	x	x
2435 : 	J xx.x.	. ..x..	17	19	7	24	3	13	33	19	2	32	16	39	.xxx.	x....	.	.	.
2436 : 	W xx..x	- xxxxx	18	20	8	25	4	14	33	19	2	32	16	39	x.xx.	x....	.	.	.
2437 : 	P .xx.x	- xxxxx	19	21	9	26	5	15	33	19	2	32	16	39	...x.	x....	x	.	x
2438 : 	W xx..x	D x..x.	20	22	10	1	6	16	34	20	3	33	17	40	x...x	xx.x.	x	x	x
2439 : 	T ....x	A xx...	21	23	11	2	7	17	35	21	4	34	18	41	xxx..	..x.x	.	.	x
2440 : 	L .x..x	S x.x..	22	24	12	3	8	18	35	22	5	35	19	42	...xx	xxxx.	.	.	.
2441 : 	N ..xx.	+ xx.xx	23	25	13	4	9	19	35	22	5	35	19	42	...xx	xxxx.	.	.	x
2442 : 	Y x.x.x	+ xx.xx	24	26	14	5	10	20	35	23	6	36	20	43	x....	xxxx.	x	.	x
2443 : 	H ..x.x	. ..x..	25	27	15	6	11	21	36	24	7	37	21	44	.....	....x	x	x	x
2444 : 	G .x.xx	- xxxxx	26	28	16	7	12	22	37	25	8	38	22	45	.xxxx	xx.xx	x	.	x
2445 : 	O ...xx	- xxxxx	27	29	17	8	13	23	1	26	9	39	23	46	xxx..	.....	x	x	x
2446 : 	D x..x.	Z x...x	28	30	18	9	14	24	2	27	10	40	24	47	xxxx.	xxx.x	.	.	.
2447 : 	M ..xxx	A xx...	29	31	19	10	15	25	2	27	10	40	24	47	...x.	xxx.x	x	.	.
2448 : 	T ....x	H ..x.x	30	1	20	11	16	26	3	27	10	40	24	47	xx..x	xxx.x	.	x	x
2449 : 	T ....x	L .x..x	31	2	21	12	17	27	3	28	11	41	25	48	.xx.x	..x.x	x	x	x
2450 : 	Z x...x	R .x.x.	32	3	22	13	18	28	4	29	12	42	26	49	x.xxx	.xx..	x	x	x
2451 : 	D x..x.	E x....	33	4	23	14	19	29	5	30	13	43	27	50	x....	x..x.	.	x	x
2452 : 	K xxxx.	I .xx..	34	5	24	15	20	30	5	31	14	44	28	51	.xx.x	xxxxx	x	x	x
2453 : 	S x.x..	C .xxx.	35	6	25	16	21	31	6	32	15	45	29	52	xxxxx	..x.x	x	.	.
2454 : 	G .x.xx	H ..x.x	36	7	26	17	22	32	7	32	15	45	29	52	.x.xx	..x.x	.	x	x
2455 : 	A xx...	E x....	37	8	27	18	23	33	7	33	16	46	30	53	x....	xx...	.	x	x
2456 : 	Y x.x.x	+ xx.xx	38	9	28	19	1	34	7	34	17	47	31	54	xxx..	x..x.	.	x	x
2457 : 	+ xx.xx	+ xx.xx	39	10	29	20	2	35	7	35	18	48	32	55	xxxxx	xxxxx	x	x	x
2458 : 	U xxx..	. ..x..	40	11	1	21	3	36	8	36	19	49	33	56	x....	.x...	x	.	.
2459 : 	X x.xxx	- xxxxx	41	12	2	22	4	37	9	36	19	49	33	56	.....	.x...	.	x	x
2460 : 	A xx...	- xxxxx	1	13	3	23	5	38	9	37	20	50	34	57	..xx.	....x	.	x	x
2461 : 	4 .x...	Z x...x	2	14	4	24	6	39	9	38	21	51	35	58	.xxxx	x.xx.	.	x	x
2462 : 	H ..x.x	U xxx..	3	15	5	25	7	40	9	39	22	1	36	59	..xx.	xxxxx	.	x	x
2463 : 	Q xxx.x	K xxxx.	4	16	6	26	8	41	9	40	23	2	37	1	xx.xx	xx...	x	x	x
2464 : 	C .xxx.	U xxx..	5	17	7	1	9	42	10	41	24	3	38	2	x.x.x	..xxx	x	.	.
2465 : 	Q xxx.x	N ..xx.	6	18	8	2	10	43	11	41	24	3	38	2	xxx..	..xxx	x	x	x
2466 : 	N ..xx.	F x.xx.	7	19	9	3	11	44	12	42	25	4	39	3	xx.x.	.x.x.	x	.	.
2467 : 	4 .x...	T ....x	8	20	10	4	12	45	13	42	25	4	39	3	...xx	.x.x.	.	x	x
2468 : 	X x.xxx	S x.x..	9	21	11	5	13	46	13	43	26	5	40	4	..x..	..xxx	x	x	x
2469 : 	I .xx..	C .xxx.	10	22	12	6	14	47	14	1	27	6	41	5	.....	...x.	x	.	x
2470 : 	/ .....	H ..x.x	11	23	13	7	15	48	15	2	28	7	42	6	.x.x.	.xxxx	.	.	x
2471 : 	W xx..x	A xx...	12	24	14	8	16	49	15	3	29	8	43	7	x...x	x....	.	.	.
2472 : 	H ..x.x	N ..xx.	13	25	15	9	17	50	15	3	29	8	43	7	x..xx	x....	x	.	x
2473 : 	N ..xx.	C .xxx.	14	26	16	10	18	51	16	4	30	9	44	8	..xxx	.xxxx	x	x	x
2474 : 	I .xx..	E x....	15	27	17	11	19	52	17	5	31	10	45	9	..x..	xx...	.	.	x
2475 : 	N ..xx.	N ..xx.	16	28	18	12	20	53	17	6	32	11	46	10	.xx.x	.xx.x	.	.	x
2476 : 	G .x.xx	+ xx.xx	17	29	19	13	21	54	17	7	33	12	47	11	.x.xx	xx.xx	.	.	.
2477 : 	W xx..x	+ xx.xx	18	30	20	14	22	55	17	7	33	12	47	11	xx..x	xx.xx	x	.	.
2478 : 	+ xx.xx	. ..x..	19	31	21	15	23	56	18	7	33	12	47	11	..x..	xx.xx	x	x	x
2479 : 	H ..x.x	- xxxxx	20	1	22	16	1	57	19	8	34	13	48	12	xxxx.	..x..	.	.	x
2480 : 	S x.x..	- xxxxx	21	2	23	17	2	58	19	9	35	14	49	13	xx.xx	x....	.	.	.
2481 : 	3 ...x.	F x.xx.	22	3	24	18	3	59	19	9	35	14	49	13	..x..	x....	.	.	.
2482 : 	4 .x...	U xxx..	23	4	25	19	4	60	19	9	35	14	49	13	..x..	x....	.	.	x
2483 : 	E x....	R .x.x.	24	5	26	20	5	61	19	10	36	15	50	14	xx.x.	.....	x	.	x
2484 : 	M ..xxx	+ xx.xx	25	6	27	21	6	1	20	11	37	16	51	15	.x..x	x.x.x	x	x	x
2485 : 	Y x.x.x	+ xx.xx	26	7	28	22	7	2	21	12	38	17	52	16	.xx..	...x.	x	x	x
2486 : 	J xx.x.	. ..x..	27	8	29	23	8	3	22	13	39	18	53	17	x.xxx	.x..x	x	x	x
2487 : 	J xx.x.	- xxxxx	28	9	1	24	9	4	23	14	40	19	1	18	xx.xx	xxxx.	.	.	x
2488 : 	W xx..x	- xxxxx	29	10	2	25	10	5	23	15	41	20	2	19	.x.x.	.xx..	x	.	.
2489 : 	3 ...x.	A xx...	30	11	3	26	11	6	24	15	41	20	2	19	x.xx.	.xx..	.	x	x
2490 : 	I .xx..	R .x.x.	31	12	4	1	12	7	24	16	42	21	3	20	..x.x	...xx	x	x	x
2491 : 	D x..x.	B x..xx	32	13	5	2	13	8	25	17	43	22	4	21	x.x..	x.x.x	x	.	x
2492 : 	O ...xx	E x....	33	14	6	3	14	9	26	18	44	23	5	22	xx.x.	.x..x	.	x	x
2493 : 	U xxx..	I .xx..	34	15	7	4	15	10	26	19	45	24	6	23	..xx.	x.xx.	.	x	x
2494 : 	M ..xxx	T ....x	35	16	8	5	16	11	26	20	46	25	7	24	xxx.x	xx.xx	x	x	x
2495 : 	R .x.x.	N ..xx.	36	17	9	6	17	12	27	21	47	26	8	25	....x	.xx.x	x	.	.
2496 : 	N ..xx.	E x....	37	18	10	7	18	13	28	21	47	26	8	25	xx.xx	.xx.x	.	x	x
2497 : 	C .xxx.	H ..x.x	38	19	11	8	19	14	28	22	1	27	9	26	xxx..	x.xxx	.	x	x
2498 : 	T ....x	M ..xxx	39	20	12	9	20	15	28	23	2	28	10	27	x..xx	x.x.x	x	x	x
2499 : 	P .xx.x	E x....	40	21	13	10	21	16	29	24	3	29	11	28	x..xx	.xxx.	x	.	x
2500 : 	J xx.x.	R .x.x.	41	22	14	11	22	17	30	25	4	30	12	29	....x	x...x	.	x	x
2501 : 	A xx...	+ xx.xx	1	23	15	12	23	18	30	26	5	31	13	30	.x...	.x.xx	.	x	x
2502 : 	H ..x.x	+ xx.xx	2	24	16	13	1	19	30	27	6	32	14	31	..xx.	xx...	.	x	x
2503 : 	3 ...x.	. ..x..	3	25	17	14	2	20	30	28	7	33	15	32	..x.x	...xx	x	x	x
2504 : 	M ..xxx	- xxxxx	4	26	18	15	3	21	31	29	8	34	16	33	x.x..	.xx..	x	.	x
2505 : 	+ xx.xx	- xxxxx	5	27	19	16	4	22	32	30	9	35	17	34	x..x.	x.xx.	x	x	x
2506 : 	J xx.x.	U xxx..	6	28	20	17	5	23	33	31	10	36	18	35	xx.x.	xxx..	x	.	x
2507 : 	W xx..x	N ..xx.	7	29	21	18	6	24	34	32	11	37	19	36	xxx.x	...x.	.	x	x
2508 : 	H ..x.x	D x..x.	8	30	22	19	7	25	34	33	12	38	20	37	.xx..	xx.xx	x	x	x
2509 : 	4 .x...	+ xx.xx	9	31	23	20	8	26	35	34	13	39	21	38	...xx	x....	.	.	.
2510 : 	N ..xx.	+ xx.xx	10	1	24	21	9	27	35	34	13	39	21	38	.xx.x	x....	x	.	x
2511 : 	F x.xx.	. ..x..	11	2	25	22	10	28	36	35	14	40	22	39	.xx..	xxxx.	x	x	x
2512 : 	L .x..x	- xxxxx	12	3	26	23	11	29	37	36	15	41	23	40	x..x.	..x..	.	.	.
2513 : 	4 .x...	- xxxxx	13	4	27	24	12	30	37	36	15	41	23	40	x..xx	..x..	x	.	x
2514 : 	- xxxxx	U xxx..	14	5	28	25	13	31	1	37	16	42	24	41	.xxx.	.xx.x	x	x	x
2515 : 	A xx...	N ..xx.	15	6	29	26	14	32	2	38	17	43	25	42	.xxx.	x....	.	.	.
2516 : 	W xx..x	T ....x	16	7	1	1	15	33	2	38	17	43	25	42	.x...	x....	.	.	.
2517 : 	T ....x	E x....	17	8	2	2	16	34	2	38	17	43	25	42	....x	x....	.	.	.
2518 : 	H ..x.x	R .x.x.	18	9	3	3	17	35	2	38	17	43	25	42	xxxxx	x....	x	.	x
2519 : 	Y x.x.x	N ..xx.	19	10	4	4	18	36	3	39	18	44	26	43	.xxxx	xxx..	x	x	x
2520 : 	+ xx.xx	E x....	20	11	5	5	19	37	4	40	19	45	27	44	x.x..	xxxxx	.	x	x
2521 : 	X x.xxx	H ..x.x	21	12	6	6	20	38	4	41	20	46	28	45	x...x	...xx	.	x	x
2522 : 	/ .....	M ..xxx	22	13	7	7	21	39	4	42	21	47	29	46	..xxx	.....	.	x	x
2523 : 	E x....	E x....	23	14	8	8	22	40	4	43	22	48	30	47	.xx.x	.xx.x	.	x	x
2524 : 	- xxxxx	N ..xx.	24	15	9	9	23	41	4	1	23	49	31	48	x..x.	.x.xx	x	x	x
2525 : 	B x..xx	+ xx.xx	25	16	10	10	1	42	5	2	24	50	32	49	.x.x.	...x.	x	x	x
2526 : 	3 ...x.	+ xx.xx	26	17	11	11	2	43	6	3	25	51	33	50	..x.x	xxx..	x	.	.
2527 : 	N ..xx.	3 ...x.	27	18	12	12	3	44	7	3	25	51	33	50	xx...	xxx..	x	x	x
2528 : 	. ..x..	+ xx.xx	28	19	13	13	4	45	8	4	26	1	34	51	xx.x.	..x.x	.	.	.
2529 : 	K xxxx.	+ xx.xx	29	20	14	14	5	46	8	4	26	1	34	51	.....	..x.x	x	.	.
2530 : 	U xxx..	4 .x...	30	21	15	15	6	47	9	4	26	1	34	51	x...x	..x.x	x	x	x
2531 : 	Z x...x	. ..x..	31	22	16	16	7	48	10	5	27	2	35	52	..xx.	x..xx	.	.	x
2532 : 	C .xxx.	- xxxxx	32	23	17	17	8	49	10	6	28	3	36	53	xxxxx	.xxx.	.	.	x
2533 : 	J xx.x.	- xxxxx	33	24	18	18	9	50	10	7	29	4	37	54	x.x.x	x....	x	.	.
2534 : 	O ...xx	B x..xx	34	25	19	19	10	51	11	7	29	4	37	54	.....	x....	x	x	x
2535 : 	Z x...x	I .xx..	35	26	20	20	11	52	12	8	30	5	38	55	x..x.	.xxxx	.	.	x
2536 : 	V .xxxx	E x....	36	27	21	21	12	53	12	9	31	6	39	56	..x.x	xx.x.	.	.	x
2537 : 	D x..x.	T ....x	37	28	22	22	13	54	12	10	32	7	40	57	xxx..	.xxxx	.	.	x
2538 : 	E x....	E x....	38	29	23	23	14	55	12	11	33	8	41	58	xx.x.	xx.x.	x	.	.
2539 : 	H ..x.x	T ....x	39	30	24	24	15	56	13	11	33	8	41	58	xxxx.	xx.x.	x	x	x
2540 : 	S x.x..	. ..x..	40	31	25	25	16	57	14	12	34	9	42	59	x.xxx	..xxx	.	.	.
2541 : 	X x.xxx	+ xx.xx	41	1	26	26	17	58	14	12	34	9	42	59	.x.xx	..xxx	.	.	x
2542 : 	D x..x.	+ xx.xx	1	2	27	1	18	59	14	13	35	10	43	1	.x..x	.....	.	.	.
2543 : 	/ .....	. ..x..	2	3	28	2	19	60	14	13	35	10	43	1	..x..	.....	.	.	.
2544 : 	A xx...	- xxxxx	3	4	29	3	20	61	14	13	35	10	43	1	..xxx	.....	x	.	x
2545 : 	B x..xx	- xxxxx	4	5	1	4	21	1	15	14	36	11	44	2	xx.xx	x.xxx	x	.	x
2546 : 	R .x.x.	B x..xx	5	6	2	5	22	2	16	15	37	12	45	3	xx..x	.....	x	x	x
2547 : 	L .x..x	E x....	6	7	3	6	23	3	17	16	38	13	46	4	xxx..	..x.x	x	.	.
2548 : 	W xx..x	R .x.x.	7	8	4	7	1	4	18	16	38	13	46	4	x.xx.	..x.x	.	x	x
2549 : 	M ..xxx	E x....	8	9	5	8	2	5	18	17	39	14	47	5	.xx.x	xx.x.	x	x	x
2550 : 	V .xxxx	I .xx..	9	10	6	9	3	6	19	18	40	15	48	6	.x.x.	.x..x	.	.	.
2551 : 	C .xxx.	T ....x	10	11	7	10	4	7	19	18	40	15	48	6	..xx.	.x..x	x	.	.
2552 : 	W xx..x	S x.x..	11	12	8	11	5	8	20	18	40	15	48	6	..x..	.x..x	x	x	x
2553 : 	F x.xx.	+ xx.xx	12	13	9	12	6	9	21	19	41	16	49	7	x...x	xxx..	.	x	x
2554 : 	E x....	+ xx.xx	13	14	10	13	7	10	21	20	42	17	50	8	xx.x.	x...x	.	x	x
2555 : 	T ....x	. ..x..	14	15	11	14	8	11	21	21	43	18	51	9	..x.x	.....	x	x	x
2556 : 	L .x..x	- xxxxx	15	16	12	15	9	12	22	22	44	19	52	10	.x..x	xxxxx	x	x	x
2557 : 	4 .x...	- xxxxx	16	17	13	16	10	13	23	23	45	20	53	11	...x.	x.x.x	.	.	.
2558 : 	H ..x.x	J xx.x.	17	18	14	17	11	14	23	23	45	20	53	11	.x.x.	x.x.x	.	.	x
2559 : 	O ...xx	E x....	18	19	15	18	12	15	23	24	46	21	1	12	xx..x	.x.x.	x	.	.
2560 : 	V .xxxx	T ....x	19	20	16	19	13	16	24	24	46	21	1	12	..x..	.x.x.	x	x	x
2561 : 	+ xx.xx	Z x...x	20	21	17	20	14	17	25	25	47	22	2	13	x.xx.	xxx..	.	.	x
2562 : 	X x.xxx	T ....x	21	22	18	21	15	18	25	26	1	23	3	14	x.x..	...x.	.	.	x
2563 : 	M ..xxx	+ xx.xx	22	23	19	22	16	19	25	27	2	24	4	15	.x..x	x.x.x	.	.	x
2564 : 	E x....	+ xx.xx	23	24	20	23	17	20	25	28	3	25	5	16	...xx	.x...	x	.	.
2565 : 	+ xx.xx	. ..x..	24	25	21	24	18	21	26	28	3	25	5	16	x.xxx	.x...	x	x	x
2566 : 	K xxxx.	- xxxxx	25	26	22	25	19	22	27	29	4	26	6	17	..xx.	..xxx	x	.	x
2567 : 	3 ...x.	- xxxxx	26	27	23	26	20	23	28	30	5	27	7	18	...xx	xxxx.	x	x	x
2568 : 	E x....	Z x...x	27	28	24	1	21	24	29	31	6	28	8	19	xxx.x	xxx..	.	.	x
2569 : 	3 ...x.	A xx...	28	29	25	2	22	25	29	32	7	29	9	20	xxx.x	..xxx	x	.	.
2570 : 	4 .x...	H ..x.x	29	30	26	3	23	26	30	32	7	29	9	20	.x.x.	..xxx	.	x	x
2571 : 	3 ...x.	L .x..x	30	31	27	4	1	27	30	33	8	30	10	21	x..x.	xx..x	x	x	x
2572 : 	- xxxxx	T ....x	31	1	28	5	2	28	31	34	9	31	11	22	.xx.x	x..xx	x	.	x
2573 : 	- xxxxx	+ xx.xx	32	2	29	6	3	29	32	35	10	32	12	23	xxx..	xx...	.	x	x
2574 : 	R .x.x.	+ xx.xx	33	3	1	7	4	30	32	36	11	33	13	24	x..x.	...xx	x	x	x
2575 : 	L .x..x	. ..x..	34	4	2	8	5	31	33	37	12	34	14	25	.....	.xx.x	x	.	x
2576 : 	X x.xxx	- xxxxx	35	5	3	9	6	32	34	38	13	35	15	26	xxxxx	x.xxx	.	x	x
2577 : 	I .xx..	- xxxxx	36	6	4	10	7	33	34	39	14	36	16	27	.xxx.	xxx.x	.	x	x
2578 : 	Q xxx.x	D x..x.	37	7	5	11	8	34	34	40	15	37	17	28	xxx.x	x..x.	.	x	x
2579 : 	S x.x..	I .xx..	38	8	6	12	9	35	34	41	16	38	18	29	x...x	.x..x	x	x	x
2580 : 	P .xx.x	E x....	39	9	7	13	10	36	35	42	17	39	19	30	xxxx.	...xx	x	.	x
2581 : 	L .x..x	+ xx.xx	40	10	8	14	11	37	36	43	18	40	20	31	xxx..	.xxx.	.	x	x
2582 : 	X x.xxx	+ xx.xx	41	11	9	15	12	38	36	1	19	41	21	32	....x	.xx.x	.	x	x
2583 : 	/ .....	. ..x..	1	12	10	16	13	39	36	2	20	42	22	33	...x.	..xx.	.	x	x
2584 : 	L .x..x	- xxxxx	2	13	11	17	14	40	36	3	21	43	23	34	..xx.	x....	.	x	x
2585 : 	+ xx.xx	- xxxxx	3	14	12	18	15	41	36	4	22	44	24	35	.x...	.xx..	x	x	x
2586 : 	N ..xx.	G .x.xx	4	15	13	19	16	42	37	5	23	45	25	36	x...x	xxx..	x	.	.
2587 : 	X x.xxx	E x....	5	16	14	20	17	43	1	5	23	45	25	36	xx.xx	xxx..	x	x	x
2588 : 	. ..x..	S x.x..	6	17	15	21	18	44	2	6	24	46	26	37	x...x	....x	x	.	.
2589 : 	T ....x	U xxx..	7	18	16	22	19	45	3	6	24	46	26	37	xxx..	....x	.	x	x
2590 : 	B x..xx	N ..xx.	8	19	17	23	20	46	3	7	25	47	27	38	.xxxx	xx.x.	x	x	x
2591 : 	B x..xx	D x..x.	9	20	18	24	21	47	4	8	26	48	28	39	..xxx	..xx.	x	x	x
2592 : 	F x.xx.	H ..x.x	10	21	19	25	22	48	5	9	27	49	29	40	...xx	x....	.	x	x
2593 : 	+ xx.xx	E x....	11	22	20	26	23	49	5	10	28	50	30	41	...x.	.x..x	.	x	x
2594 : 	N ..xx.	I .xx..	12	23	21	1	1	50	5	11	29	51	31	42	xxx..	x.xx.	x	x	x
2595 : 	J xx.x.	T ....x	13	24	22	2	2	51	6	12	30	1	32	43	x.x.x	.xxx.	x	.	.
2596 : 	A xx...	S x.x..	14	25	23	3	3	52	7	12	30	1	32	43	...x.	.xxx.	.	x	x
2597 : 	U xxx..	B x..xx	15	26	24	4	4	53	7	13	31	2	33	44	..xx.	.x..x	.	x	x
2598 : 	B x..xx	R .x.x.	16	27	25	5	5	54	7	14	32	3	34	45	..x..	xxx.x	.	x	x
2599 : 	+ xx.xx	A xx...	17	28	26	6	6	55	7	15	33	4	35	46	.x..x	.x.x.	x	x	x
2600 : 	+ xx.xx	N ..xx.	18	29	27	7	7	56	8	16	34	5	36	47	xx.x.	..xxx	x	.	.
2601 : 	. ..x..	C .xxx.	19	30	28	8	8	57	9	16	34	5	36	47	.xx.x	..xxx	.	x	x
2602 : 	O ...xx	H ..x.x	20	31	29	9	9	58	9	17	35	6	37	48	x.xxx	x...x	.	x	x
2603 : 	I .xx..	E x....	21	1	1	10	10	59	9	18	36	7	38	49	xx.x.	..xx.	.	x	x
2604 : 	T ....x	+ xx.xx	22	2	2	11	11	60	9	19	37	8	39	50	.x...	x..x.	.	x	x
2605 : 	L .x..x	+ xx.xx	23	3	3	12	12	61	9	20	38	9	40	51	..x.x	x.xxx	x	x	x
